id,edad,sexo,entidad,escolaridad,zona,age_group,lengua_indigena,discapacidad,FE,educacion,ocupacion_semana_pasada,ocupacion_otra,relacion_jefe_hogar,relacion_jefe_otro,edad_jefe_hogar,sexo_jefe_hogar,sexo_jefe_otro,educacion_jefe_hogar,educacion_jefe_otro,personas_hogar,banos_completos,autos_hogar,internet_hogar,trabajaron_ultimo_mes,cuartos_dormir,discapacidad_largo_plazo,localidad_rural_urbana,localidad_otra,q_frase_voto1,q_frase_politicos,q_voto_insuficiente,q_otras_formas,q_politicos_preocupan,q_partidos_beneficio,q_acciones_cambio,q_redes_informarse,q_redes_emociones,q_ideologia,q_evita_hablar,q_gusto_hablar
277,47,Mujer,Michoacán,Secundaria,Rural,45-59,No,No,83390.5,Primaria incompleta,No sabe/No responde,,Cónyuge o pareja,,50.0,Hombre,,Preparatoria incompleta,,2,Uno,Ninguno,Sí,1,2,No,Rural,,Votar no sirve para nada,Creo en la política y en los políticos,En desacuerdo,En desacuerdo,En desacuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,Ninguna,No,En desacuerdo
280,20,Mujer,Veracruz,Preparatoria o bachillerato,Rural,18-24,No,No,73834.21,Licenciatura incompleta,Trabajó con pago,,Es usted (la persona entrevistada es jefa o jefe del hogar),,,,,,,1,Uno,Uno,Sí,1,1,No,Rural,,Votar no sirve para nada,"Creo en la política, pero no en los políticos",En desacuerdo,En desacuerdo,En desacuerdo,De acuerdo,En desacuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,Ninguna,No,De acuerdo
283,46,Mujer,Michoacán,Secundaria,Urbana,45-59,No,No,83390.5,Secundaria completa,Se dedicaba al hogar,,Es usted (la persona entrevistada es jefa o jefe del hogar),,,,,,,5,Uno,Ninguno,Sí,2,4,No,Urbana,,Votar no sirve para nada,"Creo en la política, pero no en los políticos",De acuerdo,De acuerdo,En desacuerdo,De acuerdo,En desacuerdo,En desacuerdo,En desacuerdo,Ninguna,No,En desacuerdo
289,42,Hombre,Chiapas,Licenciatura o Ingeniería,Urbana,35-44,No,No,50776.98,Licenciatura completa,Trabajó con pago,,Es usted (la persona entrevistada es jefa o jefe del hogar),,,,,,,3,2 o más,2 o más,Sí,1,3,No,Urbana,,"Votar es importante, pero no es suficiente para decidir lo que pasa en el país","Creo en la política, pero no en los políticos",En desacuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,No sabe/No responde,Centro,No,De acuerdo
291,70,Mujer,Hidalgo,No estudió/ Otro,Rural,60+,No,No,43342.46,Primaria incompleta,Trabajó con pago,,Es usted (la persona entrevistada es jefa o jefe del hogar),,,,,,,1,Ninguno,Ninguno,No por falta de recursos,5 o más,1,No,Rural,,Votar no sirve para nada,No creo en la política ni en los políticos,En desacuerdo,No sabe/No responde,En desacuerdo,De acuerdo,De acuerdo,No sabe/No responde,No sabe/No responde,Ninguna,No,En desacuerdo
307,27,Mujer,Hidalgo,Licenciatura o Ingeniería,Urbana,25-34,No,No,53342.37,Licenciatura completa,Trabajó con pago,,Es usted (la persona entrevistada es jefa o jefe del hogar),,,,,,,1,Uno,Ninguno,Sí,1,1,No,Urbana,,Votar no sirve para nada,No creo en la política ni en los políticos,En desacuerdo,En desacuerdo,En desacuerdo,De acuerdo,En desacuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,Ninguna,Sí,En desacuerdo
308,20,Mujer,Hidalgo,Preparatoria o bachillerato,Urbana,18-24,No,Sí,61450.28,Licenciatura incompleta,Trabajó con pago,,Es usted (la persona entrevistada es jefa o jefe del hogar),,,,,,,1,Uno,Ninguno,No por falta de recursos,1,1,Sí,Urbana,,Votar no sirve para nada,"Creo en la política, pero no en los políticos",De acuerdo,De acuerdo,En desacuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,Derecha,Sí,De acuerdo
311,76,Mujer,México,No estudió/ Otro,No sabe/No responde,60+,No,No,55136.09,Primaria incompleta,Era jubilado o pensionado(a) (Programa Adultos Mayores),,Es usted (la persona entrevistada es jefa o jefe del hogar),,,,,,,2,Ninguno,Uno,No por falta de recursos,No sabe/No responde,1,No,No sabe/No responde,,No sabe/No responde,Creo en la política y en los políticos,De acuerdo,No sabe/No responde,En desacuerdo,De acuerdo,En desacuerdo,En desacuerdo,No sabe/No responde,No sabe/No responde,No sabe/No responde,No sabe/No responde
314,67,Mujer,México,Doctorado,Urbana,60+,No,No,22852.92,Doctorado,Trabajó con pago,,Es usted (la persona entrevistada es jefa o jefe del hogar),,,,,,,3,2 o más,2 o más,Sí,3,5 o más,No,Urbana,,"Votar es importante, pero no es suficiente para decidir lo que pasa en el país","Creo en la política, pero no en los políticos",De acuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,Centro,Sí,De acuerdo
320,47,Hombre,Michoacán,Maestría o especialidad,Urbana,45-59,No,No,17993.73,Diplomado o maestría,Trabajó con pago,,Es usted (la persona entrevistada es jefa o jefe del hogar),,,,,,,5,2 o más,Uno,Sí,3,5 o más,No,Urbana,,"Votar es importante, pero no es suficiente para decidir lo que pasa en el país","Creo en la política, pero no en los políticos",De acuerdo,De acuerdo,En desacuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,De acuerdo,En desacuerdo,Izquierda,Sí,De acuerdo
321,38,Mujer,Michoacán,Secundaria,Urbana,35-44,No,No,72956.03,Secundaria completa,Trabajó con pago,,Es usted (la persona entrevistada es jefa o jefe del hogar),,,,,,,4,2 o más,Uno,Sí,3,3,No,Urbana,,"Votar es importante, pero no es suficiente para decidir lo que pasa en el país","Creo en la política, pero no en los políticos",De acuerdo,En desacuerdo,En desacuerdo,De acuerdo,En desacuerdo,En desacuerdo,En desacuerdo,Ninguna,No,En desacuerdo
324,66,Mujer,México,Primaria,Urbana,60+,No,No,152594.84,Carrera técnica,Se dedicaba al hogar,,Cónyuge o pareja,,75.0,Hombre,,Primaria completa,,7,2 o más,Uno,Sí,2,3,No,Urbana,,Votar no sirve para nada,No creo en la política ni en los políticos,En desacuerdo,En desacuerdo,En desacuerdo,De acuerdo,En desacuerdo,Ni de acuerdo ni en desacuerdo,En desacuerdo,Ninguna,Sí,En desacuerdo
326,55,Mujer,Michoacán,No estudió/ Otro,Urbana,45-59,No,No,41304.88,Secundaria incompleta,"[Esp.] Otra, especifique",CUIDABA DE SU MAMÁ QUE SE ENFERMO,Padre o madre,,78.0,Mujer,,No estudió,,3,Uno,Ninguno,No por falta de recursos,Ninguno,2,No,Urbana,,"Votar es importante, pero no es suficiente para decidir lo que pasa en el país",No creo en la política ni en los políticos,De acuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,Ninguna,Sí,De acuerdo
328,50,Hombre,San Luis Potosí,Primaria,Rural,45-59,No,No,94657.19,Primaria completa,Trabajó con pago,,Es usted (la persona entrevistada es jefa o jefe del hogar),,,,,,,4,Ninguno,Ninguno,No por falta de recursos,1,2,No,Rural,,"Votar es importante, pero no es suficiente para decidir lo que pasa en el país","Creo en la política, pero no en los políticos",No sabe/No responde,De acuerdo,En desacuerdo,De acuerdo,En desacuerdo,En desacuerdo,No sabe/No responde,Ninguna,Sí,En desacuerdo
329,43,Hombre,Chiapas,Preparatoria o bachillerato,Urbana,35-44,Sí,No,71585.07,Preparatoria completa,[Esp.] Desempleado,,Es usted (la persona entrevistada es jefa o jefe del hogar),,,,,,,6,Uno,Ninguno,Sí,1,2,No,Urbana,,Con el voto decido lo que pasa en el país,"Creo en la política, pero no en los políticos",De acuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,En desacuerdo,De acuerdo,Centro,Sí,De acuerdo
330,32,Mujer,Michoacán,Secundaria,Rural,25-34,No,No,102106.01,Secundaria completa,Se dedicaba al hogar,,Es usted (la persona entrevistada es jefa o jefe del hogar),,,,,,,2,Uno,Ninguno,"No, otra razón",1,2,No,Rural,,"Votar es importante, pero no es suficiente para decidir lo que pasa en el país","Creo en la política, pero no en los políticos",En desacuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,En desacuerdo,De acuerdo,Centro,No,En desacuerdo
334,30,Mujer,Hidalgo,Secundaria,Urbana,25-34,No,No,94325.59,Preparatoria completa,Trabajó con pago,,Padre o madre,,65.0,Hombre,,Secundaria completa,,4,Uno,Ninguno,Sí,No sabe/No responde,3,No,Urbana,,"Votar es importante, pero no es suficiente para decidir lo que pasa en el país","Creo en la política, pero no en los políticos",De acuerdo,Ni de acuerdo ni en desacuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,Ninguna,Sí,En desacuerdo
336,29,Mujer,Ciudad de México,Secundaria,Rural,25-34,No,No,134671.51,Secundaria completa,Trabajó con pago,,Es usted (la persona entrevistada es jefa o jefe del hogar),,,,,,,1,Uno,Uno,Sí,1,1,No,Rural,,"Votar es importante, pero no es suficiente para decidir lo que pasa en el país","Creo en la política, pero no en los políticos",De acuerdo,En desacuerdo,En desacuerdo,De acuerdo,En desacuerdo,De acuerdo,En desacuerdo,Ninguna,Sí,En desacuerdo
336,30,Mujer,Michoacán,Secundaria,Urbana,25-34,No,No,102106.01,Preparatoria incompleta,Se dedicaba al hogar,,Cónyuge o pareja,,32.0,Hombre,,Preparatoria incompleta,,4,Ninguno,Uno,Sí,1,2,No,Urbana,,Votar no sirve para nada,"Creo en la política, pero no en los políticos",En desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,Ninguna,Sí,De acuerdo
337,19,Hombre,Michoacán,Secundaria,Urbana,18-24,No,No,79731.32,Licenciatura incompleta,Trabajó con pago,,Hijo o hija,,55.0,Hombre,,Secundaria completa,,5,2 o más,2 o más,Sí,3,4,No,Urbana,,"Votar es importante, pero no es suficiente para decidir lo que pasa en el país","Creo en la política, pero no en los políticos",De acuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,En desacuerdo,Ninguna,No,Ni de acuerdo ni en desacuerdo
340,59,Hombre,Michoacán,Preparatoria o bachillerato,Rural,45-59,No,No,52439.89,Preparatoria completa,Trabajó sin pago,,Es usted (la persona entrevistada es jefa o jefe del hogar),,,,,,,3,Uno,2 o más,No por falta de recursos,3,3,No,Rural,,"Votar es importante, pero no es suficiente para decidir lo que pasa en el país","Creo en la política, pero no en los políticos",De acuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,No sabe/No responde,De acuerdo,Izquierda,Sí,De acuerdo
344,31,Hombre,Veracruz,No estudió/ Otro,Rural,25-34,No,No,43165.52,Primaria incompleta,Trabajó con pago,,Es usted (la persona entrevistada es jefa o jefe del hogar),,,,,,,5,Uno,Ninguno,No por falta de recursos,Ninguno,2,No,Rural,,"Votar es importante, pero no es suficiente para decidir lo que pasa en el país","Creo en la política, pero no en los políticos",Ni de acuerdo ni en desacuerdo,No sabe/No responde,En desacuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,De acuerdo,De acuerdo,No sabe/No responde,Sí,De acuerdo
347,62,Hombre,Ciudad de México,Maestría o especialidad,Urbana,60+,No,No,21604.0,Diplomado o maestría,Trabajó con pago,,Es usted (la persona entrevistada es jefa o jefe del hogar),,,,,,,1,Uno,Ninguno,Sí,1,2,No,Urbana,,"Votar es importante, pero no es suficiente para decidir lo que pasa en el país","Creo en la política, pero no en los políticos",De acuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,En desacuerdo,De acuerdo,Izquierda,Sí,De acuerdo
350,39,Mujer,México,Maestría o especialidad,Urbana,35-44,No,No,23454.15,Diplomado o maestría,Trabajó con pago,,Es usted (la persona entrevistada es jefa o jefe del hogar),,,,,,,2,2 o más,Uno,Sí,1,2,No,Urbana,,"Votar es importante, pero no es suficiente para decidir lo que pasa en el país","Creo en la política, pero no en los políticos",De acuerdo,De acuerdo,En desacuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Ninguna,No,Ni de acuerdo ni en desacuerdo
351,23,Mujer,San Luis Potosí,Licenciatura o Ingeniería,Urbana,18-24,No,No,49532.65,Licenciatura completa,Estudiaba,,Hijo o hija,,40.0,Hombre,,Licenciatura completa,,4,Uno,Uno,Sí,2,2,No,Urbana,,Con el voto decido lo que pasa en el país,"Creo en la política, pero no en los políticos",De acuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,Centro,Sí,En desacuerdo
354,63,Mujer,Veracruz,Preparatoria o bachillerato,Urbana,60+,No,No,83822.57,Preparatoria completa,Trabajó sin pago,,Es usted (la persona entrevistada es jefa o jefe del hogar),,,,,,,7,2 o más,Ninguno,Sí,4,5 o más,No,Urbana,,Con el voto decido lo que pasa en el país,"Creo en la política, pero no en los políticos",De acuerdo,De acuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,Izquierda,No,De acuerdo
355,67,Hombre,San Luis Potosí,No estudió/ Otro,Rural,60+,No,No,31134.23,No estudió,Trabajó con pago,,Es usted (la persona entrevistada es jefa o jefe del hogar),,,,,,,4,Uno,Ninguno,No por falta de recursos,1,3,No,Rural,,Votar no sirve para nada,"Creo en la política, pero no en los políticos",En desacuerdo,En desacuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,En desacuerdo,En desacuerdo,En desacuerdo,Izquierda,Sí,De acuerdo
357,36,Hombre,México,Licenciatura o Ingeniería,Urbana,35-44,No,No,51337.41,Licenciatura completa,Trabajó con pago,,Es usted (la persona entrevistada es jefa o jefe del hogar),,,,,,,3,2 o más,Uno,Sí,3,3,No,Urbana,,"Votar es importante, pero no es suficiente para decidir lo que pasa en el país","Creo en la política, pero no en los políticos",De acuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,En desacuerdo,De acuerdo,Ninguna,No,De acuerdo
357,37,Mujer,Michoacán,Licenciatura o Ingeniería,Urbana,35-44,No,No,41257.6,Licenciatura completa,Trabajó con pago,,Cónyuge o pareja,,37.0,Hombre,,Licenciatura completa,,6,2 o más,Ninguno,Sí,2,2,No,Urbana,,"Votar es importante, pero no es suficiente para decidir lo que pasa en el país","Creo en la política, pero no en los políticos",De acuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,En desacuerdo,Ni de acuerdo ni en desacuerdo,Ninguna,Sí,Ni de acuerdo ni en desacuerdo
358,24,Mujer,México,Secundaria,Rural,18-24,No,No,98050.06,Licenciatura incompleta,Estudiaba,,Hijo o hija,,47.0,Mujer,,Secundaria completa,,6,Uno,Uno,Sí,1,3,No,Rural,,"Votar es importante, pero no es suficiente para decidir lo que pasa en el país","Creo en la política, pero no en los políticos",De acuerdo,De acuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,Centro,No,De acuerdo
359,43,Mujer,Ciudad de México,Preparatoria o bachillerato,Rural,35-44,No,No,76715.65,Licenciatura completa,Trabajó con pago,,Cónyuge o pareja,,43.0,Hombre,,Preparatoria completa,,3,Uno,Ninguno,Sí,2,2,No,Rural,,"Votar es importante, pero no es suficiente para decidir lo que pasa en el país",No creo en la política ni en los políticos,De acuerdo,Ni de acuerdo ni en desacuerdo,En desacuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,En desacuerdo,En desacuerdo,Ninguna,Sí,Ni de acuerdo ni en desacuerdo
360,20,Mujer,Veracruz,Primaria,Rural,18-24,No,No,126954.44,Licenciatura incompleta,Estudiaba,,Hijo o hija,,60.0,Hombre,,Primaria completa,,6,Uno,Ninguno,No por falta de recursos,3,3,No,Rural,,"Votar es importante, pero no es suficiente para decidir lo que pasa en el país","Creo en la política, pero no en los políticos",De acuerdo,De acuerdo,En desacuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,Ninguna,No,En desacuerdo
361,23,Mujer,Veracruz,No estudió/ Otro,Rural,18-24,Sí,No,45871.61,Primaria completa,Se dedicaba al hogar,,Hijo o hija,,50.0,Hombre,,No estudió,,3,Ninguno,Ninguno,No por falta de recursos,1,2,No,Rural,,Con el voto decido lo que pasa en el país,"Creo en la política, pero no en los políticos",De acuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,En desacuerdo,En desacuerdo,Ninguna,No,En desacuerdo
361,33,Mujer,San Luis Potosí,Licenciatura o Ingeniería,Urbana,25-34,No,No,60617.17,Licenciatura completa,Se dedicaba al hogar,,Es usted (la persona entrevistada es jefa o jefe del hogar),,,,,,,5,Uno,Uno,Sí,Ninguno,2,No,Urbana,,"Votar es importante, pero no es suficiente para decidir lo que pasa en el país",Creo en la política y en los políticos,De acuerdo,De acuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,En desacuerdo,En desacuerdo,Ninguna,No,En desacuerdo
362,51,Mujer,San Luis Potosí,Primaria,Urbana,45-59,No,No,120007.06,Secundaria completa,Se dedicaba al hogar,,Cónyuge o pareja,,59.0,Hombre,,Primaria completa,,3,Uno,Uno,Sí,2,2,No,Urbana,,Votar no sirve para nada,No creo en la política ni en los políticos,De acuerdo,De acuerdo,En desacuerdo,De acuerdo,En desacuerdo,En desacuerdo,En desacuerdo,Ninguna,Sí,En desacuerdo
363,56,Mujer,Morelos,Secundaria,Urbana,45-59,No,Sí,89656.99,Secundaria completa,Vendía o hacía algún producto para vender,,No sabe/No responde,,58.0,Hombre,,Secundaria completa,,2,Uno,No sabe/No responde,No por falta de recursos,2,2,Sí,Urbana,,Votar no sirve para nada,No creo en la política ni en los políticos,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,Ninguna,Sí,De acuerdo
364,53,Hombre,Ciudad de México,Maestría o especialidad,Urbana,45-59,No,No,23732.62,Diplomado o maestría,Trabajó con pago,,Es usted (la persona entrevistada es jefa o jefe del hogar),,,,,,,2,2 o más,2 o más,Sí,1,2,No,Urbana,,"Votar es importante, pero no es suficiente para decidir lo que pasa en el país","Creo en la política, pero no en los políticos",De acuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,En desacuerdo,Derecha,Sí,En desacuerdo
366,32,Mujer,Guanajuato,Secundaria,Urbana,25-34,No,No,119155.06,Secundaria completa,Trabajó con pago,,Es usted (la persona entrevistada es jefa o jefe del hogar),,,,,,,3,Uno,Uno,Sí,5 o más,3,No,Urbana,,"Votar es importante, pero no es suficiente para decidir lo que pasa en el país","Creo en la política, pero no en los políticos",De acuerdo,De acuerdo,En desacuerdo,De acuerdo,En desacuerdo,En desacuerdo,Ni de acuerdo ni en desacuerdo,Ninguna,No,De acuerdo
368,30,Hombre,Ciudad de México,Preparatoria o bachillerato,Urbana,25-34,No,No,82558.73,Preparatoria completa,Trabajó con pago,,Es usted (la persona entrevistada es jefa o jefe del hogar),,,,,,,5,Uno,Uno,Sí,1,2,No,Urbana,,Con el voto decido lo que pasa en el país,Creo en la política y en los políticos,En desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,En desacuerdo,De acuerdo,De acuerdo,Centro,Sí,Ni de acuerdo ni en desacuerdo
370,30,Hombre,Guanajuato,Secundaria,Urbana,25-34,No,Sí,91622.34,Preparatoria completa,Trabajó con pago,,Hijo o hija,,61.0,Mujer,,Secundaria completa,,4,2 o más,2 o más,Sí,3,3,Sí,Urbana,,"Votar es importante, pero no es suficiente para decidir lo que pasa en el país","Creo en la política, pero no en los políticos",De acuerdo,De acuerdo,De acuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,En desacuerdo,Centro,No,De acuerdo
371,23,Hombre,Ciudad de México,Carrera técnica o comercial,Urbana,18-24,No,No,84189.38,Carrera técnica,Trabajó con pago,,Padre o madre,,44.0,Mujer,,Carrera comercial,,5,Uno,Uno,Sí,Ninguno,3,No,Urbana,,No sabe/No responde,"Creo en la política, pero no en los políticos",De acuerdo,No sabe/No responde,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,Ninguna,Sí,Ni de acuerdo ni en desacuerdo
372,74,Hombre,México,Primaria,Urbana,60+,No,Sí,96458.63,Primaria completa,Era jubilado o pensionado(a) (Programa Adultos Mayores),,Es usted (la persona entrevistada es jefa o jefe del hogar),,,,,,,5,Ninguno,Uno,Sí,3,2,Sí,Urbana,,"Votar es importante, pero no es suficiente para decidir lo que pasa en el país",No creo en la política ni en los políticos,En desacuerdo,De acuerdo,En desacuerdo,De acuerdo,En desacuerdo,En desacuerdo,En desacuerdo,Izquierda,Sí,En desacuerdo
375,75,Mujer,Guanajuato,Primaria,Rural,60+,No,No,151530.62,Primaria completa,Se dedicaba al hogar,,Es usted (la persona entrevistada es jefa o jefe del hogar),,,,,,,1,Uno,Ninguno,No por falta de recursos,Ninguno,1,No,Rural,,Votar no sirve para nada,No creo en la política ni en los políticos,Ni de acuerdo ni en desacuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,En desacuerdo,Ninguna,Sí,Ni de acuerdo ni en desacuerdo
378,60,Mujer,Guanajuato,Preparatoria o bachillerato,Urbana,60+,No,No,88127.23,Preparatoria completa,Se dedicaba al hogar,,Cónyuge o pareja,,58.0,Hombre,,Preparatoria completa,,3,2 o más,2 o más,Sí,2,3,No,Urbana,,"Votar es importante, pero no es suficiente para decidir lo que pasa en el país",No sabe/No responde,De acuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,Izquierda,Sí,Ni de acuerdo ni en desacuerdo
382,40,Mujer,Guanajuato,Licenciatura o Ingeniería,Urbana,35-44,No,No,48146.54,Licenciatura completa,Trabajó con pago,,Cónyuge o pareja,,40.0,Hombre,,Licenciatura completa,,4,2 o más,2 o más,Sí,2,3,No,Urbana,,"Votar es importante, pero no es suficiente para decidir lo que pasa en el país","Creo en la política, pero no en los políticos",De acuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,Derecha,No,En desacuerdo
383,38,Mujer,Guanajuato,Secundaria,Rural,35-44,No,Sí,85137.79,Secundaria completa,Trabajó con pago,,Cónyuge o pareja,,42.0,Hombre,,Secundaria completa,,4,Uno,Ninguno,Sí,2,2,Sí,Rural,,"Votar es importante, pero no es suficiente para decidir lo que pasa en el país",No sabe/No responde,En desacuerdo,De acuerdo,En desacuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,Ninguna,Sí,En desacuerdo
384,66,Mujer,Puebla,No estudió/ Otro,Urbana,60+,No,No,48135.17,Primaria incompleta,Trabajó con pago,,Es usted (la persona entrevistada es jefa o jefe del hogar),,,,,,,8,Uno,Ninguno,"No, otra razón",4,2,No,Urbana,,Votar no sirve para nada,"Creo en la política, pero no en los políticos",De acuerdo,De acuerdo,De acuerdo,De acuerdo,En desacuerdo,No sabe/No responde,De acuerdo,Izquierda,No,Ni de acuerdo ni en desacuerdo
385,43,Mujer,San Luis Potosí,Carrera técnica o comercial,Urbana,35-44,No,No,61315.0,Carrera técnica,Trabajó con pago,,Es usted (la persona entrevistada es jefa o jefe del hogar),,,,,,,2,Uno,Uno,Sí,2,2,No,Urbana,,"Votar es importante, pero no es suficiente para decidir lo que pasa en el país",No sabe/No responde,De acuerdo,De acuerdo,En desacuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,Ninguna,Sí,De acuerdo
386,69,Hombre,Guanajuato,Licenciatura o Ingeniería,Urbana,60+,No,No,39514.43,Diplomado o maestría,Estaba de incapacidad o en vacaciones,,Cónyuge o pareja,,65.0,Mujer,,Licenciatura completa,,4,2 o más,2 o más,Sí,4,4,No,Urbana,,"Votar es importante, pero no es suficiente para decidir lo que pasa en el país",No creo en la política ni en los políticos,De acuerdo,De acuerdo,En desacuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,Centro,Sí,En desacuerdo
387,68,Hombre,Guanajuato,Primaria,Urbana,60+,No,No,95785.92,Primaria completa,Trabajó con pago,,Es usted (la persona entrevistada es jefa o jefe del hogar),,,,,,,1,Ninguno,Ninguno,No por falta de recursos,1,1,No,Urbana,,Con el voto decido lo que pasa en el país,No creo en la política ni en los políticos,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,Izquierda,Sí,De acuerdo
389,37,Hombre,Guanajuato,Maestría o especialidad,Urbana,35-44,No,No,24660.94,Diplomado o maestría,Trabajó con pago,,Es usted (la persona entrevistada es jefa o jefe del hogar),,,,,,,4,2 o más,Uno,Sí,2,2,No,Urbana,,Con el voto decido lo que pasa en el país,No creo en la política ni en los políticos,En desacuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,Centro,Sí,De acuerdo
390,18,Hombre,Guanajuato,Licenciatura o Ingeniería,Urbana,18-24,No,No,52617.82,Licenciatura completa,Trabajó con pago,,Es usted (la persona entrevistada es jefa o jefe del hogar),,,,,,,4,2 o más,Uno,Sí,2,3,No,Urbana,,"Votar es importante, pero no es suficiente para decidir lo que pasa en el país","Creo en la política, pero no en los políticos",De acuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,Ninguna,Sí,De acuerdo
390,34,Hombre,San Luis Potosí,Licenciatura o Ingeniería,Urbana,25-34,No,No,46610.58,Licenciatura completa,Trabajó con pago,,Es usted (la persona entrevistada es jefa o jefe del hogar),,,,,,,7,Uno,Uno,Sí,2,5 o más,No,Urbana,,"Votar es importante, pero no es suficiente para decidir lo que pasa en el país","Creo en la política, pero no en los políticos",De acuerdo,De acuerdo,En desacuerdo,De acuerdo,En desacuerdo,En desacuerdo,Ni de acuerdo ni en desacuerdo,Ninguna,No,De acuerdo
393,36,Hombre,Jalisco,Preparatoria o bachillerato,Urbana,35-44,No,No,75000.77,Licenciatura incompleta,Trabajó con pago,,Es usted (la persona entrevistada es jefa o jefe del hogar),,,,,,,6,2 o más,2 o más,Sí,2,3,No,Urbana,,"Votar es importante, pero no es suficiente para decidir lo que pasa en el país","Creo en la política, pero no en los políticos",De acuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,En desacuerdo,Izquierda,No,De acuerdo
394,45,Hombre,Jalisco,Secundaria,Rural,45-59,No,No,80101.41,Secundaria completa,Trabajó con pago,,Es usted (la persona entrevistada es jefa o jefe del hogar),,,,,,,2,Uno,Uno,Sí,1,1,No,Rural,,"Votar es importante, pero no es suficiente para decidir lo que pasa en el país","Creo en la política, pero no en los políticos",De acuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,No sabe/No responde,No sabe/No responde,Ninguna,Sí,En desacuerdo
394,39,Hombre,Guanajuato,Maestría o especialidad,Urbana,35-44,No,No,24660.94,Diplomado o maestría,Trabajó con pago,,Es usted (la persona entrevistada es jefa o jefe del hogar),,,,,,,2,2 o más,Uno,Sí,1,3,No,Urbana,,"Votar es importante, pero no es suficiente para decidir lo que pasa en el país","Creo en la política, pero no en los políticos",De acuerdo,De acuerdo,De acuerdo,De acuerdo,No sabe/No responde,De acuerdo,De acuerdo,Centro,Sí,De acuerdo
