id,edad,sexo,entidad,escolaridad,zona,age_group,lengua_indigena,discapacidad,FE,educacion,ocupacion_semana_pasada,ocupacion_otra,relacion_jefe_hogar,relacion_jefe_otro,edad_jefe_hogar,sexo_jefe_hogar,sexo_jefe_otro,educacion_jefe_hogar,educacion_jefe_otro,personas_hogar,banos_completos,autos_hogar,internet_hogar,trabajaron_ultimo_mes,cuartos_dormir,discapacidad_largo_plazo,localidad_rural_urbana,localidad_otra,q_frase_voto1,q_frase_politicos,q_voto_insuficiente,q_otras_formas,q_politicos_preocupan,q_partidos_beneficio,q_acciones_cambio,q_redes_informarse,q_redes_emociones,q_ideologia,q_evita_hablar,q_gusto_hablar
396,56,Hombre,Jalisco,Secundaria,Urbana,45-59,No,No,80101.41,Secundaria completa,Trabajó con pago,,Es usted (la persona entrevistada es jefa o jefe del hogar),,,,,,,2,Uno,Uno,Sí,Ninguno,1,No,Urbana,,Votar no sirve para nada,"Creo en la política, pero no en los políticos",No sabe/No responde,No sabe/No responde,No sabe/No responde,De acuerdo,No sabe/No responde,No sabe/No responde,No sabe/No responde,Ninguna,No,En desacuerdo
397,65,Mujer,Jalisco,Preparatoria o bachillerato,Rural,60+,No,No,91965.67,Carrera comercial,Se dedicaba al hogar,,Cónyuge o pareja,,64.0,Hombre,,Preparatoria completa,,7,Uno,2 o más,Sí,3,3,No,Rural,,"Votar es importante, pero no es suficiente para decidir lo que pasa en el país",No creo en la política ni en los políticos,De acuerdo,De acuerdo,De acuerdo,De acuerdo,No sabe/No responde,De acuerdo,De acuerdo,Izquierda,Sí,En desacuerdo
397,47,Mujer,Guanajuato,Secundaria,Rural,45-59,No,No,97314.55,Preparatoria completa,Se dedicaba al hogar,,Cónyuge o pareja,,46.0,Hombre,,Secundaria completa,,4,Uno,Ninguno,Sí,1,1,No,Rural,,"Votar es importante, pero no es suficiente para decidir lo que pasa en el país","Creo en la política, pero no en los políticos",De acuerdo,De acuerdo,De acuerdo,No sabe/No responde,En desacuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,Ninguna,No,De acuerdo
406,79,Mujer,Jalisco,No estudió/ Otro,Rural,60+,No,No,57136.3,No estudió,Era jubilado o pensionado(a) (Programa Adultos Mayores),,Es usted (la persona entrevistada es jefa o jefe del hogar),,,,,,,2,Uno,Uno,"No, no lo quieren",Ninguno,1,No,Rural,,Con el voto decido lo que pasa en el país,No creo en la política ni en los políticos,En desacuerdo,En desacuerdo,En desacuerdo,De acuerdo,En desacuerdo,En desacuerdo,No sabe/No responde,Ninguna,No,No sabe/No responde
407,43,Mujer,Guanajuato,Carrera técnica o comercial,Rural,35-44,No,No,68159.49,Carrera comercial,Trabajó con pago,,Es usted (la persona entrevistada es jefa o jefe del hogar),,,,,,,6,2 o más,Uno,No por falta de recursos,3,5 o más,No,Rural,,Con el voto decido lo que pasa en el país,"Creo en la política, pero no en los políticos",En desacuerdo,De acuerdo,En desacuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,Centro,Sí,En desacuerdo
409,36,Mujer,Guanajuato,Licenciatura o Ingeniería,Urbana,35-44,No,No,48146.54,Licenciatura completa,Trabajó con pago,,Es usted (la persona entrevistada es jefa o jefe del hogar),,,,,,,2,Uno,Uno,Sí,2,1,No,Urbana,,"Votar es importante, pero no es suficiente para decidir lo que pasa en el país","Creo en la política, pero no en los políticos",De acuerdo,De acuerdo,En desacuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,Ninguna,Sí,De acuerdo
409,24,Hombre,Puebla,Secundaria,Rural,18-24,Sí,No,81800.52,Secundaria completa,Trabajó con pago,,Es usted (la persona entrevistada es jefa o jefe del hogar),,,,,,,3,Ninguno,Ninguno,Sí,Ninguno,1,No,Rural,,"Votar es importante, pero no es suficiente para decidir lo que pasa en el país","Creo en la política, pero no en los políticos",De acuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,En desacuerdo,En desacuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,Ninguna,No,Ni de acuerdo ni en desacuerdo
411,20,Hombre,Puebla,Carrera técnica o comercial,Urbana,18-24,No,No,65487.74,Licenciatura incompleta,Estudiaba,,"[Esp.] Otro, especifique",NIETO,79.0,Mujer,,Carrera técnica,,1,Uno,Uno,Sí,Ninguno,2,No,Urbana,,"Votar es importante, pero no es suficiente para decidir lo que pasa en el país","Creo en la política, pero no en los políticos",De acuerdo,En desacuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,Ninguna,No,En desacuerdo
415,79,Hombre,Guerrero,Secundaria,Urbana,60+,No,Sí,58381.34,Secundaria completa,Trabajó con pago,,Es usted (la persona entrevistada es jefa o jefe del hogar),,,,,,,3,2 o más,Uno,Sí,2,2,Sí,Urbana,,"Votar es importante, pero no es suficiente para decidir lo que pasa en el país","Creo en la política, pero no en los políticos",De acuerdo,De acuerdo,En desacuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,De acuerdo,Derecha,No,En desacuerdo
419,23,Hombre,Jalisco,Secundaria,Urbana,18-24,No,Sí,97096.98,Licenciatura incompleta,Estudiaba,,Hijo o hija,,64.0,Hombre,,Secundaria completa,,7,Uno,Uno,Sí,2,3,Sí,Urbana,,Votar no sirve para nada,"Creo en la política, pero no en los políticos",En desacuerdo,En desacuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,En desacuerdo,Ninguna,Sí,En desacuerdo
421,50,Mujer,Puebla,Secundaria,Urbana,45-59,No,No,85554.67,Secundaria completa,Trabajó con pago,,Es usted (la persona entrevistada es jefa o jefe del hogar),,,,,,,2,Uno,Ninguno,Sí,1,3,No,Urbana,,"Votar es importante, pero no es suficiente para decidir lo que pasa en el país",No creo en la política ni en los políticos,De acuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,En desacuerdo,Ni de acuerdo ni en desacuerdo,Ninguna,No,De acuerdo
421,70,Hombre,Guanajuato,Licenciatura o Ingeniería,Urbana,60+,Sí,No,39514.43,Licenciatura completa,Era jubilado o pensionado(a) (Programa Adultos Mayores),,Es usted (la persona entrevistada es jefa o jefe del hogar),,,,,,,1,Uno,Ninguno,"No, no lo quieren",Ninguno,1,No,Urbana,,Con el voto decido lo que pasa en el país,"Creo en la política, pero no en los políticos",En desacuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,Izquierda,No,En desacuerdo
425,62,Mujer,Ciudad de México,Doctorado,Rural,60+,No,No,25648.71,Doctorado,Trabajó con pago,,Es usted (la persona entrevistada es jefa o jefe del hogar),,,,,,,6,2 o más,Uno,Sí,3,4,No,Rural,,"Votar es importante, pero no es suficiente para decidir lo que pasa en el país","Creo en la política, pero no en los políticos",De acuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,Ninguna,Sí,Ni de acuerdo ni en desacuerdo
435,33,Mujer,Jalisco,Maestría o especialidad,Urbana,25-34,No,No,34016.21,Diplomado o maestría,Trabajó con pago,,Cónyuge o pareja,,34.0,Hombre,,Diplomado o maestría,,2,2 o más,2 o más,Sí,2,1,No,Urbana,,"Votar es importante, pero no es suficiente para decidir lo que pasa en el país","Creo en la política, pero no en los políticos",Ni de acuerdo ni en desacuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,En desacuerdo,Ninguna,Sí,De acuerdo
435,57,Hombre,Baja California,Preparatoria o bachillerato,Urbana,45-59,No,No,69035.92,Preparatoria completa,Trabajó con pago,,Es usted (la persona entrevistada es jefa o jefe del hogar),,,,,,,2,Uno,2 o más,Sí,2,3,No,Urbana,,"Votar es importante, pero no es suficiente para decidir lo que pasa en el país",Creo en la política y en los políticos,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,Izquierda,Sí,De acuerdo
437,37,Hombre,Puebla,Carrera técnica o comercial,Urbana,35-44,No,No,63448.54,Carrera técnica,Vendía o hacía algún producto para vender,,Es usted (la persona entrevistada es jefa o jefe del hogar),,,,,,,3,Uno,Uno,Sí,2,3,No,Urbana,,"Votar es importante, pero no es suficiente para decidir lo que pasa en el país","Creo en la política, pero no en los políticos",En desacuerdo,En desacuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,Derecha,No,En desacuerdo
438,33,Mujer,Baja California,Maestría o especialidad,Urbana,25-34,No,No,36772.44,Diplomado o maestría,Trabajó con pago,,Es usted (la persona entrevistada es jefa o jefe del hogar),,,,,,,1,Uno,Ninguno,Sí,1,1,No,Urbana,,"Votar es importante, pero no es suficiente para decidir lo que pasa en el país","Creo en la política, pero no en los políticos",Ni de acuerdo ni en desacuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,Ninguna,No,Ni de acuerdo ni en desacuerdo
443,53,Hombre,Puebla,Preparatoria o bachillerato,Urbana,45-59,No,No,53800.82,Preparatoria completa,Trabajó con pago,,Es usted (la persona entrevistada es jefa o jefe del hogar),,,,,,,4,Uno,Ninguno,Sí,1,2,No,Urbana,,"Votar es importante, pero no es suficiente para decidir lo que pasa en el país","Creo en la política, pero no en los políticos",De acuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,Izquierda,Sí,En desacuerdo
445,43,Hombre,Puebla,Licenciatura o Ingeniería,Urbana,35-44,No,No,44818.82,Licenciatura completa,Trabajó con pago,,Es usted (la persona entrevistada es jefa o jefe del hogar),,,,,,,4,2 o más,2 o más,Sí,2,3,No,Urbana,,"Votar es importante, pero no es suficiente para decidir lo que pasa en el país",Creo en la política y en los políticos,De acuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,Ninguna,Sí,De acuerdo
446,25,Hombre,Baja California,Preparatoria o bachillerato,No sabe/No responde,25-34,No sabe/No responde,No sabe/No responde,82404.69,Preparatoria completa,Trabajó con pago,,Es usted (la persona entrevistada es jefa o jefe del hogar),,,,,,,3,No sabe/No responde,No sabe/No responde,No sabe/No responde,No sabe/No responde,No sabe/No responde,No sabe/No responde,No sabe/No responde,,"Votar es importante, pero no es suficiente para decidir lo que pasa en el país",No creo en la política ni en los políticos,En desacuerdo,Ni de acuerdo ni en desacuerdo,En desacuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Ninguna,Sí,En desacuerdo
448,41,Mujer,Puebla,Primaria,Rural,35-44,No,No,102606.99,Secundaria incompleta,Trabajó con pago,,Es usted (la persona entrevistada es jefa o jefe del hogar),,,,,,,5,Ninguno,Ninguno,No por falta de recursos,1,2,No,Rural,,Votar no sirve para nada,"Creo en la política, pero no en los políticos",En desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,Izquierda,Sí,En desacuerdo
452,27,Mujer,Puebla,Secundaria,Rural,25-34,No,No,104755.89,Preparatoria completa,Se dedicaba al hogar,,Cónyuge o pareja,,27.0,Hombre,,Secundaria completa,,4,Uno,Uno,"No, no lo quieren",2,2,No,Rural,,Con el voto decido lo que pasa en el país,No creo en la política ni en los políticos,De acuerdo,De acuerdo,En desacuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,Izquierda,No,En desacuerdo
453,58,Mujer,Sonora,Carrera técnica o comercial,Urbana,45-59,No,Sí,66630.65,Carrera técnica,Se dedicaba al hogar,,Cónyuge o pareja,,61.0,Hombre,,Carrera técnica,,4,2 o más,2 o más,Sí,2,2,Sí,Urbana,,"Votar es importante, pero no es suficiente para decidir lo que pasa en el país","Creo en la política, pero no en los políticos",En desacuerdo,De acuerdo,En desacuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,En desacuerdo,Ni de acuerdo ni en desacuerdo,Ninguna,No,Ni de acuerdo ni en desacuerdo
455,26,Mujer,Nayarit,Secundaria,Rural,25-34,No,No,131813.57,Preparatoria completa,Se dedicaba al hogar,,Padre o madre,,55.0,Hombre,,Preparatoria incompleta,,4,Uno,Uno,Sí,2,2,No,Rural,,"Votar es importante, pero no es suficiente para decidir lo que pasa en el país","Creo en la política, pero no en los políticos",De acuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,De acuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,Ninguna,Sí,Ni de acuerdo ni en desacuerdo
457,27,Mujer,Puebla,Secundaria,Urbana,25-34,No,No,104755.89,Secundaria completa,Se dedicaba al hogar,,Es usted (la persona entrevistada es jefa o jefe del hogar),,,,,,,3,Uno,Ninguno,No por falta de recursos,2,1,No,Urbana,,Con el voto decido lo que pasa en el país,"Creo en la política, pero no en los políticos",En desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,En desacuerdo,Ninguna,Sí,En desacuerdo
459,34,Mujer,Puebla,Secundaria,Rural,25-34,Sí,No,104755.89,Secundaria completa,Se dedicaba al hogar,,Cónyuge o pareja,,44.0,Hombre,,Secundaria completa,,4,Ninguno,Ninguno,"No, otra razón",3,1,No,Rural,,"Votar es importante, pero no es suficiente para decidir lo que pasa en el país","Creo en la política, pero no en los políticos",Ni de acuerdo ni en desacuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,No sabe/No responde,De acuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,Ninguna,No,No sabe/No responde
461,33,Mujer,Jalisco,Maestría o especialidad,Urbana,25-34,No,No,34016.21,Diplomado o maestría,Trabajó con pago,,Es usted (la persona entrevistada es jefa o jefe del hogar),,,,,,,4,2 o más,2 o más,Sí,2,2,No,Urbana,,"Votar es importante, pero no es suficiente para decidir lo que pasa en el país","Creo en la política, pero no en los políticos",En desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,En desacuerdo,Derecha,No,De acuerdo
463,39,Mujer,Querétaro,Secundaria,Rural,35-44,No,No,73338.33,Secundaria completa,Trabajó con pago,,Es usted (la persona entrevistada es jefa o jefe del hogar),,,,,,,6,Uno,Ninguno,Sí,3,2,No,Rural,,"Votar es importante, pero no es suficiente para decidir lo que pasa en el país","Creo en la política, pero no en los políticos",De acuerdo,De acuerdo,En desacuerdo,De acuerdo,En desacuerdo,En desacuerdo,De acuerdo,Ninguna,Sí,En desacuerdo
465,73,Hombre,Jalisco,Secundaria,Urbana,60+,No,No,72916.97,Diplomado o maestría,Realizaba alguna otra actividad para generar ingresos,,Cónyuge o pareja,,64.0,Mujer,,Secundaria completa,,4,Uno,2 o más,Sí,4,3,No,Urbana,,Con el voto decido lo que pasa en el país,"Creo en la política, pero no en los políticos",De acuerdo,De acuerdo,En desacuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,Centro,Sí,De acuerdo
466,56,Hombre,Jalisco,Licenciatura o Ingeniería,Urbana,45-59,No,No,45298.41,Licenciatura completa,Trabajó con pago,,Es usted (la persona entrevistada es jefa o jefe del hogar),,,,,,,3,2 o más,Uno,Sí,2,3,No,Urbana,,"Votar es importante, pero no es suficiente para decidir lo que pasa en el país","Creo en la política, pero no en los políticos",De acuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,Izquierda,Sí,En desacuerdo
466,60,Hombre,Puebla,No estudió/ Otro,Rural,60+,No,No,30427.32,Primaria incompleta,Trabajó sin pago,,Es usted (la persona entrevistada es jefa o jefe del hogar),,,,,,,5,Uno,Ninguno,No por falta de recursos,1,3,No,Rural,,Votar no sirve para nada,Creo en la política y en los políticos,En desacuerdo,En desacuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,En desacuerdo,Ninguna,Sí,De acuerdo
469,42,Hombre,Baja California,Licenciatura o Ingeniería,Rural,35-44,No,No,57510.44,Licenciatura completa,Trabajó con pago,,Es usted (la persona entrevistada es jefa o jefe del hogar),,,,,,,5,2 o más,2 o más,Sí,3,4,No,Rural,,"Votar es importante, pero no es suficiente para decidir lo que pasa en el país","Creo en la política, pero no en los políticos",De acuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,Izquierda,No,De acuerdo
476,46,Mujer,Puebla,Secundaria,Urbana,45-59,No,No,85554.67,Secundaria completa,Trabajó con pago,,Es usted (la persona entrevistada es jefa o jefe del hogar),,,,,,,4,2 o más,Uno,Sí,3,3,No,Urbana,,Votar no sirve para nada,Creo en la política y en los políticos,Ni de acuerdo ni en desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,En desacuerdo,Ni de acuerdo ni en desacuerdo,Ninguna,Sí,Ni de acuerdo ni en desacuerdo
482,35,Mujer,Tlaxcala,Secundaria,Rural,35-44,No,No,81634.36,Preparatoria completa,Se dedicaba al hogar,,Cónyuge o pareja,,41.0,Hombre,,Secundaria completa,,4,Uno,Ninguno,Sí,1,2,No,Rural,,"Votar es importante, pero no es suficiente para decidir lo que pasa en el país",No creo en la política ni en los políticos,De acuerdo,De acuerdo,En desacuerdo,De acuerdo,En desacuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,Ninguna,No,De acuerdo
486,52,Mujer,Veracruz,No estudió/ Otro,Rural,45-59,No,No,45847.25,Primaria incompleta,Se dedicaba al hogar,,Es usted (la persona entrevistada es jefa o jefe del hogar),,,,,,,4,Uno,Ninguno,Sí,1,2,No,Rural,,"Votar es importante, pero no es suficiente para decidir lo que pasa en el país","Creo en la política, pero no en los políticos",En desacuerdo,Ni de acuerdo ni en desacuerdo,En desacuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,Derecha,Sí,En desacuerdo
486,66,Mujer,Querétaro,Licenciatura o Ingeniería,Urbana,60+,No,No,53847.21,Licenciatura completa,Era jubilado o pensionado(a) (Programa Adultos Mayores),,Es usted (la persona entrevistada es jefa o jefe del hogar),,,,,,,2,Uno,Ninguno,Sí,Ninguno,1,No,Urbana,,Con el voto decido lo que pasa en el país,No sabe/No responde,En desacuerdo,En desacuerdo,En desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Izquierda,No,Ni de acuerdo ni en desacuerdo
488,32,Hombre,Veracruz,Licenciatura o Ingeniería,Urbana,25-34,No,No,49282.75,Licenciatura completa,Trabajó con pago,,Es usted (la persona entrevistada es jefa o jefe del hogar),,,,,,,2,2 o más,Uno,Sí,2,1,No,Urbana,,"Votar es importante, pero no es suficiente para decidir lo que pasa en el país","Creo en la política, pero no en los políticos",De acuerdo,De acuerdo,En desacuerdo,De acuerdo,En desacuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,Derecha,Sí,De acuerdo
488,27,Hombre,Puebla,Secundaria,Rural,25-34,No,No,80550.33,Secundaria completa,Realizaba alguna otra actividad para generar ingresos,,Es usted (la persona entrevistada es jefa o jefe del hogar),,,,,,,3,Uno,Uno,"No, no lo quieren",2,2,No,Rural,,"Votar es importante, pero no es suficiente para decidir lo que pasa en el país","Creo en la política, pero no en los políticos",En desacuerdo,De acuerdo,En desacuerdo,En desacuerdo,De acuerdo,En desacuerdo,De acuerdo,Ninguna,Sí,En desacuerdo
490,39,Mujer,Querétaro,Preparatoria o bachillerato,Urbana,35-44,No,No,58469.5,Preparatoria completa,Se dedicaba al hogar,,Es usted (la persona entrevistada es jefa o jefe del hogar),,,,,,,4,Uno,Uno,Sí,1,2,No,Urbana,,"Votar es importante, pero no es suficiente para decidir lo que pasa en el país","Creo en la política, pero no en los políticos",De acuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,Ninguna,No,De acuerdo
491,53,Hombre,Baja California,Carrera técnica o comercial,Urbana,45-59,No,No,69323.54,Carrera técnica,Trabajó con pago,,Es usted (la persona entrevistada es jefa o jefe del hogar),,,,,,,5,Uno,Uno,Sí,3,2,No,Urbana,,Con el voto decido lo que pasa en el país,Creo en la política y en los políticos,De acuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,No sabe/No responde,No sabe/No responde,Ninguna,Sí,En desacuerdo
491,43,Hombre,Querétaro,Preparatoria o bachillerato,Urbana,35-44,No,No,61909.71,Carrera técnica,Trabajó con pago,,Cónyuge o pareja,,41.0,Mujer,,Preparatoria completa,,4,Uno,Ninguno,Sí,2,2,No,Urbana,,Con el voto decido lo que pasa en el país,"Creo en la política, pero no en los políticos",De acuerdo,De acuerdo,En desacuerdo,En desacuerdo,De acuerdo,En desacuerdo,En desacuerdo,Centro,Sí,En desacuerdo
492,52,Hombre,Veracruz,Primaria,Rural,45-59,No,No,100083.85,Primaria completa,Trabajó sin pago,,Es usted (la persona entrevistada es jefa o jefe del hogar),,,,,,,1,Ninguno,Ninguno,No por falta de recursos,1,1,No,Rural,,"Votar es importante, pero no es suficiente para decidir lo que pasa en el país","Creo en la política, pero no en los políticos",Ni de acuerdo ni en desacuerdo,De acuerdo,En desacuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,No sabe/No responde,No sabe/No responde,Ninguna,Sí,Ni de acuerdo ni en desacuerdo
492,28,Mujer,Puebla,Licenciatura o Ingeniería,Urbana,25-34,No,No,59240.84,Licenciatura completa,Trabajó con pago,,Cónyuge o pareja,,32.0,Hombre,,Licenciatura completa,,3,Uno,Uno,Sí,2,2,No,Urbana,,"Votar es importante, pero no es suficiente para decidir lo que pasa en el país","Creo en la política, pero no en los políticos",De acuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,En desacuerdo,De acuerdo,Ninguna,No,En desacuerdo
