id,edad,sexo,entidad,escolaridad,zona,age_group,lengua_indigena,discapacidad,FE,educacion,ocupacion_semana_pasada,ocupacion_otra,relacion_jefe_hogar,relacion_jefe_otro,edad_jefe_hogar,sexo_jefe_hogar,sexo_jefe_otro,educacion_jefe_hogar,educacion_jefe_otro,personas_hogar,banos_completos,autos_hogar,internet_hogar,trabajaron_ultimo_mes,cuartos_dormir,discapacidad_largo_plazo,localidad_rural_urbana,localidad_otra,q_no_seguir_noticias,q_medios_verifican,q_redes_confiables,q_emergencia_redes,q_molestan_periodistas,q_coincide_no_busca,q_confio_abiertos,q_titular_enemigos,q_titular_ineficaces,q_discutir_redes,q_imposible_distinguir,q_comparte_desenmascarar
1379,63,Mujer,Morelos,Primaria,No sabe/No responde,60+,No,No,139606.88,Secundaria incompleta,Era jubilado o pensionado(a) (Programa Adultos Mayores),,Es usted (la persona entrevistada es jefa o jefe del hogar),,,,,,,2,Ninguno,Ninguno,"No, otra razón",Ninguno,2,No,No sabe/No responde,,Ni de acuerdo ni en desacuerdo,No sabe/No responde,No está de acuerdo,No sabe/No responde,Ni de acuerdo ni en desacuerdo,No sabe/No responde,No sabe/No responde,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,No sabe/No responde,No sabe/No responde,Ni de acuerdo ni en desacuerdo
1384,68,Mujer,Querétaro,No estudió/ Otro,Urbana,60+,No,No,47163.41,Primaria incompleta,Se dedicaba al hogar,,Es usted (la persona entrevistada es jefa o jefe del hogar),,,,,,,4,Uno,Ninguno,Sí,3,2,No,Urbana,,Sí está de acuerdo,No sabe/No responde,No sabe/No responde,No está de acuerdo,Ni de acuerdo ni en desacuerdo,No sabe/No responde,No sabe/No responde,No está de acuerdo,No está de acuerdo,No está de acuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo
1385,52,Hombre,Morelos,Secundaria,Urbana,45-59,No,No,70718.16,Secundaria completa,Trabajó con pago,,Es usted (la persona entrevistada es jefa o jefe del hogar),,,,,,,3,Uno,Uno,Sí,2,2,No,Urbana,,Sí está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,No sabe/No responde,Sí está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,Sí está de acuerdo
1386,36,Mujer,Ciudad de México,Preparatoria o bachillerato,Urbana,35-44,No,No,76715.65,Preparatoria completa,Trabajó con pago,,Hijo o hija,,45.0,Hombre,,Preparatoria completa,,3,Uno,Uno,Sí,2,1,No,Urbana,,No está de acuerdo,No está de acuerdo,Sí está de acuerdo,No está de acuerdo,No está de acuerdo,Sí está de acuerdo,Ni de acuerdo ni en desacuerdo,No está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,No está de acuerdo,Sí está de acuerdo
1387,61,Hombre,Querétaro,Primaria,Rural,60+,No,Sí,82510.71,Primaria completa,Trabajó con pago,,Es usted (la persona entrevistada es jefa o jefe del hogar),,,,,,,2,Uno,Ninguno,Sí,1,2,Sí,Rural,,No está de acuerdo,Sí está de acuerdo,No está de acuerdo,No está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,No está de acuerdo,No está de acuerdo,No está de acuerdo,No está de acuerdo,No está de acuerdo
1390,69,Hombre,Querétaro,Licenciatura o Ingeniería,Urbana,60+,No,No,34038.03,Licenciatura completa,Era jubilado o pensionado(a) (Programa Adultos Mayores),,Es usted (la persona entrevistada es jefa o jefe del hogar),,,,,,,4,2 o más,2 o más,Sí,2,4,No,Urbana,,No está de acuerdo,No está de acuerdo,No está de acuerdo,Sí está de acuerdo,No está de acuerdo,Sí está de acuerdo,No está de acuerdo,Sí está de acuerdo,No está de acuerdo,No está de acuerdo,No está de acuerdo,Sí está de acuerdo
1390,20,Mujer,Sonora,Primaria,Urbana,18-24,No,No,114153.55,Preparatoria completa,Trabajó con pago,,Padre o madre,,50.0,Hombre,,Primaria completa,,4,Uno,Uno,Sí,3,1,No,Urbana,,No está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,No está de acuerdo,No está de acuerdo,Sí está de acuerdo,No está de acuerdo,Sí está de acuerdo,No está de acuerdo,Sí está de acuerdo,Sí está de acuerdo
1395,71,Mujer,Querétaro,Secundaria,Rural,60+,No,No,95218.3,Secundaria completa,Realizaba alguna otra actividad para generar ingresos,,Es usted (la persona entrevistada es jefa o jefe del hogar),,,,,,,2,Uno,Ninguno,No por falta de recursos,Ninguno,1,No,Rural,,Sí está de acuerdo,No está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,No está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,Sí está de acuerdo
1396,65,Hombre,Yucatán,Licenciatura o Ingeniería,Rural,60+,No,No,38082.57,Licenciatura completa,Trabajó con pago,,Es usted (la persona entrevistada es jefa o jefe del hogar),,,,,,,3,2 o más,Uno,Sí,2,3,No,Rural,,No está de acuerdo,No está de acuerdo,No está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,No está de acuerdo,No está de acuerdo,No está de acuerdo,No está de acuerdo,No está de acuerdo,Sí está de acuerdo,No está de acuerdo
1396,25,Mujer,Querétaro,Licenciatura o Ingeniería,Urbana,25-34,No,No,58044.87,Licenciatura completa,Trabajó con pago,,Es usted (la persona entrevistada es jefa o jefe del hogar),,,,,,,2,2 o más,Uno,Sí,1,3,No,Urbana,,No está de acuerdo,No está de acuerdo,No está de acuerdo,No está de acuerdo,No está de acuerdo,No está de acuerdo,Sí está de acuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Sí está de acuerdo,Sí está de acuerdo
1398,46,Mujer,San Luis Potosí,Primaria,Rural,45-59,No,No,120007.06,Secundaria completa,Se dedicaba al hogar,,Cónyuge o pareja,,56.0,Hombre,,Primaria completa,,5,Ninguno,Ninguno,No por falta de recursos,3,3,No,Rural,,Sí está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,No está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,No está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,Sí está de acuerdo
1398,43,Hombre,Querétaro,Carrera técnica o comercial,Rural,35-44,No,No,62167.63,Carrera técnica,Trabajó con pago,,Es usted (la persona entrevistada es jefa o jefe del hogar),,,,,,,4,Uno,Uno,"No, otra razón",1,2,No,Rural,,No está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,No está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,Sí está de acuerdo
1398,40,Hombre,Sonora,Primaria,Urbana,35-44,Sí,Sí,105689.71,Primaria completa,Trabajó con pago,,Es usted (la persona entrevistada es jefa o jefe del hogar),,,,,,,6,2 o más,Ninguno,Sí,Ninguno,2,Sí,Urbana,,No está de acuerdo,Sí está de acuerdo,No está de acuerdo,Sí está de acuerdo,No está de acuerdo,Ni de acuerdo ni en desacuerdo,Sí está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,Ni de acuerdo ni en desacuerdo,No está de acuerdo,Sí está de acuerdo
1399,73,Mujer,Querétaro,Primaria,Urbana,60+,No,No,130529.62,Primaria completa,Era jubilado o pensionado(a) (Programa Adultos Mayores),,Es usted (la persona entrevistada es jefa o jefe del hogar),,,,,,,2,2 o más,Ninguno,Sí,Ninguno,2,No,Urbana,,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Sí está de acuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo
1399,50,Mujer,Guanajuato,Secundaria,Urbana,45-59,No,No,97314.55,Secundaria completa,Trabajó con pago,,Es usted (la persona entrevistada es jefa o jefe del hogar),,,,,,,4,Uno,Ninguno,Sí,2,3,No,Urbana,,No está de acuerdo,No está de acuerdo,No está de acuerdo,No está de acuerdo,No está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,Ni de acuerdo ni en desacuerdo,Sí está de acuerdo,Sí está de acuerdo,Sí está de acuerdo
1400,23,Mujer,San Luis Potosí,Licenciatura o Ingeniería,Urbana,18-24,No,No,49532.65,Licenciatura incompleta,Estudiaba,,Cónyuge o pareja,,50.0,Hombre,,Licenciatura completa,,6,Uno,Uno,Sí,3,3,No,Urbana,,No está de acuerdo,No está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,No está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,Sí está de acuerdo
1404,31,Mujer,Querétaro,Licenciatura o Ingeniería,Urbana,25-34,No,No,58044.87,Licenciatura completa,Trabajó con pago,,Es usted (la persona entrevistada es jefa o jefe del hogar),,,,,,,2,2 o más,Uno,"No, no lo quieren",1,2,No,Urbana,,Sí está de acuerdo,No está de acuerdo,Ni de acuerdo ni en desacuerdo,No está de acuerdo,No está de acuerdo,No está de acuerdo,No está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,No está de acuerdo,Sí está de acuerdo,Sí está de acuerdo
1406,42,Hombre,San Luis Potosí,Preparatoria o bachillerato,Urbana,35-44,No,No,64653.27,Preparatoria completa,Trabajó con pago,,Es usted (la persona entrevistada es jefa o jefe del hogar),,,,,,,5,Uno,Ninguno,Sí,3,3,No,Urbana,,Sí está de acuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,No está de acuerdo,No está de acuerdo,No está de acuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo
1406,49,Mujer,Guanajuato,Secundaria,Rural,45-59,No,No,97314.55,Secundaria completa,Se dedicaba al hogar,,Es usted (la persona entrevistada es jefa o jefe del hogar),,,,,,,3,Uno,Ninguno,No por falta de recursos,1,2,No,Rural,,Sí está de acuerdo,No está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,No está de acuerdo,Sí está de acuerdo,No está de acuerdo,No sabe/No responde,No está de acuerdo
1407,32,Hombre,México,Licenciatura o Ingeniería,Rural,25-34,No,No,52177.54,Licenciatura completa,Se dedicaba al hogar,,Cónyuge o pareja,,33.0,Hombre,,Licenciatura completa,,2,Uno,Ninguno,Sí,1,2,No,Rural,,No está de acuerdo,Sí está de acuerdo,No está de acuerdo,No está de acuerdo,No está de acuerdo,No está de acuerdo,Sí está de acuerdo,No está de acuerdo,Sí está de acuerdo,No está de acuerdo,No está de acuerdo,No está de acuerdo
1409,48,Mujer,San Luis Potosí,Secundaria,Rural,45-59,Sí,No,87542.34,Preparatoria completa,Trabajó con pago,,Cónyuge o pareja,,57.0,Hombre,,Secundaria completa,,5,Ninguno,Ninguno,Sí,3,3,No,Rural,,Sí está de acuerdo,Ni de acuerdo ni en desacuerdo,Sí está de acuerdo,Sí está de acuerdo,Ni de acuerdo ni en desacuerdo,Sí está de acuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Sí está de acuerdo,Ni de acuerdo ni en desacuerdo,Sí está de acuerdo,Ni de acuerdo ni en desacuerdo
1409,50,Hombre,Sonora,Primaria,No sabe/No responde,45-59,No,No,89992.33,Primaria completa,[Esp.] Desempleado,,Es usted (la persona entrevistada es jefa o jefe del hogar),,,,,,,1,Uno,Ninguno,No por falta de recursos,Ninguno,1,No,No sabe/No responde,,No está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,No está de acuerdo
1411,57,Mujer,San Luis Potosí,Licenciatura o Ingeniería,Urbana,45-59,No,No,49506.35,Licenciatura completa,Era jubilado o pensionado(a) (Programa Adultos Mayores),,Cónyuge o pareja,,59.0,Hombre,,Licenciatura completa,,3,2 o más,2 o más,Sí,2,2,No,Urbana,,Sí está de acuerdo,Sí está de acuerdo,No está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,Sí está de acuerdo
1411,76,Mujer,Morelos,No estudió/ Otro,No sabe/No responde,60+,No,No,50443.24,No estudió,Trabajó con pago,,Es usted (la persona entrevistada es jefa o jefe del hogar),,,,,,,1,Uno,Uno,No por falta de recursos,1,2,No,No sabe/No responde,,Sí está de acuerdo,No sabe/No responde,No sabe/No responde,No sabe/No responde,No sabe/No responde,No sabe/No responde,No está de acuerdo,No sabe/No responde,No sabe/No responde,No sabe/No responde,No sabe/No responde,No sabe/No responde
1412,21,Mujer,Nuevo León,Secundaria,Urbana,18-24,No,No,99920.6,Licenciatura incompleta,Trabajó con pago,,Padre o madre,,49.0,Mujer,,Secundaria completa,,5,Uno,Ninguno,Sí,2,3,No,Urbana,,No está de acuerdo,Sí está de acuerdo,No está de acuerdo,Sí está de acuerdo,No está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,No está de acuerdo,Sí está de acuerdo
1412,19,Mujer,Guanajuato,Doctorado,Urbana,18-24,No,No,19989.36,Preparatoria completa,Estudiaba,,Hijo o hija,,60.0,Hombre,,Doctorado,,5,2 o más,Uno,Sí,3,3,No,Urbana,,No está de acuerdo,Sí está de acuerdo,No está de acuerdo,Ni de acuerdo ni en desacuerdo,No está de acuerdo,No está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,No está de acuerdo,Sí está de acuerdo
1413,40,Hombre,Guanajuato,Licenciatura o Ingeniería,Urbana,35-44,No,No,50979.37,Licenciatura completa,Trabajó con pago,,Es usted (la persona entrevistada es jefa o jefe del hogar),,,,,,,5,2 o más,2 o más,"No, otra razón",5 o más,5 o más,No,Urbana,,Sí está de acuerdo,No está de acuerdo,No está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,No está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,No está de acuerdo,Sí está de acuerdo,No está de acuerdo
1416,40,Hombre,San Luis Potosí,Preparatoria o bachillerato,Rural,35-44,No,No,64653.27,Preparatoria completa,Trabajó con pago,,Es usted (la persona entrevistada es jefa o jefe del hogar),,,,,,,3,Uno,2 o más,"No, no lo quieren",1,2,No,Rural,,Sí está de acuerdo,No está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,No está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,No está de acuerdo,Sí está de acuerdo,No está de acuerdo
1417,35,Mujer,San Luis Potosí,Secundaria,Urbana,35-44,No,No,76588.36,Secundaria completa,Trabajó con pago,,Es usted (la persona entrevistada es jefa o jefe del hogar),,,,,,,5,Uno,2 o más,Sí,2,2,No,Urbana,,No está de acuerdo,Sí está de acuerdo,No está de acuerdo,Ni de acuerdo ni en desacuerdo,No está de acuerdo,No está de acuerdo,Sí está de acuerdo,No sabe/No responde,Sí está de acuerdo,No está de acuerdo,Sí está de acuerdo,Sí está de acuerdo
1419,19,Hombre,San Luis Potosí,Licenciatura o Ingeniería,Urbana,18-24,No,No,47334.01,Preparatoria completa,No sabe/No responde,,Hijo o hija,,52.0,Hombre,,Licenciatura completa,,6,2 o más,2 o más,Sí,Ninguno,3,No,Urbana,,No está de acuerdo,Ni de acuerdo ni en desacuerdo,No está de acuerdo,No está de acuerdo,Ni de acuerdo ni en desacuerdo,No está de acuerdo,Ni de acuerdo ni en desacuerdo,No está de acuerdo,No está de acuerdo,No está de acuerdo,No está de acuerdo,Ni de acuerdo ni en desacuerdo
1422,50,Mujer,Baja California,Licenciatura o Ingeniería,Urbana,45-59,No,No,62083.0,Licenciatura completa,Trabajó con pago,,Cónyuge o pareja,,53.0,Hombre,,Licenciatura completa,,3,2 o más,2 o más,Sí,2,2,No,Urbana,,No está de acuerdo,No está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,No está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,Ni de acuerdo ni en desacuerdo,No está de acuerdo,No está de acuerdo,No está de acuerdo,Sí está de acuerdo
1425,32,Hombre,Baja California,Secundaria,Rural,25-34,No,No,103360.26,Secundaria completa,Trabajó con pago,,Es usted (la persona entrevistada es jefa o jefe del hogar),,,,,,,6,Uno,Uno,Sí,2,2,No,Rural,,No está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,Sí está de acuerdo
1429,57,Hombre,Baja California,Primaria,Urbana,45-59,No,No,118704.01,Primaria completa,Trabajó sin pago,,Es usted (la persona entrevistada es jefa o jefe del hogar),,,,,,,4,Uno,Uno,Sí,2,1,No,Urbana,,No está de acuerdo,Sí está de acuerdo,No está de acuerdo,Ni de acuerdo ni en desacuerdo,Sí está de acuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,No está de acuerdo,No está de acuerdo,Ni de acuerdo ni en desacuerdo,Sí está de acuerdo,Ni de acuerdo ni en desacuerdo
1433,47,Mujer,Veracruz,No estudió/ Otro,Urbana,45-59,No,No,45847.25,Preparatoria completa,Vendía o hacía algún producto para vender,,Hijo o hija,,79.0,Hombre,,Primaria incompleta,,6,2 o más,2 o más,Sí,2,5 o más,No,Urbana,,No está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,No está de acuerdo,No está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,No está de acuerdo,Sí está de acuerdo,Sí está de acuerdo
1435,76,Mujer,Veracruz,No estudió/ Otro,Urbana,60+,No,No,52077.17,Primaria incompleta,Se dedicaba al hogar,,Es usted (la persona entrevistada es jefa o jefe del hogar),,,,,,,4,Uno,Uno,Sí,2,4,No,Urbana,,No está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,No está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,No está de acuerdo,No está de acuerdo,Sí está de acuerdo
1436,60,Hombre,Veracruz,No estudió/ Otro,No sabe/No responde,60+,Sí,No,32919.15,Primaria incompleta,Realizaba alguna otra actividad para generar ingresos,,Es usted (la persona entrevistada es jefa o jefe del hogar),,,,,,,2,Uno,Ninguno,No por falta de recursos,1,1,No,"[Esp.] Otra, especifique",colonia,No está de acuerdo,No está de acuerdo,No está de acuerdo,Sí está de acuerdo,No está de acuerdo,Sí está de acuerdo,No está de acuerdo,No está de acuerdo,No está de acuerdo,No está de acuerdo,Ni de acuerdo ni en desacuerdo,No está de acuerdo
1437,40,Mujer,Veracruz,Preparatoria o bachillerato,Rural,45-59,Sí,No,71479.67,Preparatoria completa,Trabajó con pago,,Es usted (la persona entrevistada es jefa o jefe del hogar),,,,,,,4,Uno,Ninguno,Sí,4,4,No,Rural,,No está de acuerdo,Ni de acuerdo ni en desacuerdo,No está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,Sí está de acuerdo
1437,55,Hombre,Morelos,Preparatoria o bachillerato,Urbana,35-44,No,No,68359.82,Preparatoria completa,Trabajó con pago,,Es usted (la persona entrevistada es jefa o jefe del hogar),,,,,,,2,Uno,Ninguno,No por falta de recursos,2,1,No,Urbana,,Sí está de acuerdo,Sí está de acuerdo,No está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,Ni de acuerdo ni en desacuerdo,No sabe/No responde,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,No está de acuerdo,No sabe/No responde,No está de acuerdo
1438,22,Mujer,Quintana Roo,Primaria,Urbana,18-24,No,No,125020.89,Licenciatura incompleta,No sabe/No responde,,Hijo o hija,,47.0,Mujer,,Primaria completa,,4,2 o más,Uno,Sí,1,3,No,Urbana,,No está de acuerdo,No está de acuerdo,Sí está de acuerdo,Ni de acuerdo ni en desacuerdo,Sí está de acuerdo,No está de acuerdo,No está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,No está de acuerdo,Sí está de acuerdo,No está de acuerdo
1439,19,Mujer,Morelos,Licenciatura o Ingeniería,Urbana,18-24,No,No,50729.15,Preparatoria completa,Estudiaba,,Padre o madre,,56.0,Mujer,,Licenciatura completa,,4,2 o más,2 o más,Sí,3,3,No,Urbana,,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Sí está de acuerdo,No está de acuerdo,No está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,No está de acuerdo,Sí está de acuerdo,Ni de acuerdo ni en desacuerdo
1441,29,Hombre,Veracruz,Primaria,Urbana,25-34,No,No,119465.04,Licenciatura completa,Trabajó sin pago,,Hijo o hija,,66.0,Hombre,,Primaria completa,,3,2 o más,Uno,Sí,1,3,No,Urbana,,Sí está de acuerdo,No está de acuerdo,Ni de acuerdo ni en desacuerdo,Sí está de acuerdo,No está de acuerdo,No está de acuerdo,Ni de acuerdo ni en desacuerdo,Sí está de acuerdo,Sí está de acuerdo,No está de acuerdo,No está de acuerdo,No está de acuerdo
1443,69,Mujer,Veracruz,Primaria,Rural,60+,No,No,144128.95,Carrera comercial,Se dedicaba al hogar,,Cónyuge o pareja,,75.0,Hombre,,Primaria completa,,3,Uno,Uno,No por falta de recursos,2,2,No,Rural,,No está de acuerdo,No está de acuerdo,No sabe/No responde,No está de acuerdo,No está de acuerdo,Ni de acuerdo ni en desacuerdo,Sí está de acuerdo,No está de acuerdo,Sí está de acuerdo,No sabe/No responde,Sí está de acuerdo,No está de acuerdo
