id_2,id_original,edad,sexo,entidad,escolaridad,zona,age_group,lengua_indigena,discapacidad,FE,educacion,ocupacion_semana_pasada,ocupacion_otra,relacion_jefe_hogar,relacion_jefe_otro,edad_jefe_hogar,sexo_jefe_hogar,sexo_jefe_otro,educacion_jefe_hogar,educacion_jefe_otro,personas_hogar,banos_completos,autos_hogar,internet_hogar,trabajaron_ultimo_mes,cuartos_dormir,discapacidad_largo_plazo,localidad_rural_urbana,localidad_otra,q_no_seguir_noticias,q_medios_verifican,q_redes_confiables,q_emergencia_redes,q_molestan_periodistas,q_coincide_no_busca,q_confio_abiertos,q_titular_enemigos,q_titular_ineficaces,q_discutir_redes,q_imposible_distinguir,q_comparte_desenmascarar,q_frase_voto1,q_frase_politicos,q_voto_insuficiente,q_otras_formas,q_politicos_preocupan,q_partidos_beneficio,q_acciones_cambio,q_redes_informarse,q_redes_emociones,q_ideologia,q_evita_hablar,q_gusto_hablar
OM1-0436,937,45,Hombre,Puebla,Preparatoria o bachillerato,Rural,35-44,No,No,81229.42,Secundaria completa,Se dedicaba al hogar,,Cónyuge o pareja,,48.0,Hombre,,Preparatoria completa,,4,Uno,Ninguno,No por falta de recursos,1,2,No,Rural,,No está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,No está de acuerdo,Sí está de acuerdo,No está de acuerdo,No está de acuerdo,No está de acuerdo,Sí está de acuerdo,No está de acuerdo,"Votar es importante, pero no es suficiente para decidir lo que pasa en el país","Creo en la política, pero no en los políticos",Ni de acuerdo ni en desacuerdo,De acuerdo,No sabe/No responde,De acuerdo,En desacuerdo,De acuerdo,En desacuerdo,Ninguna,Sí,En desacuerdo
OM1-0437,937,42,Mujer,Chihuahua,Maestría o especialidad,Urbana,35-44,No,No,23023.62,Diplomado o maestría,Trabajó con pago,,Es usted (la persona entrevistada es jefa o jefe del hogar),,,,,,,4,2 o más,2 o más,Sí,1,2,No,Urbana,,No sabe/No responde,No está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,Ni de acuerdo ni en desacuerdo,Sí está de acuerdo,No está de acuerdo,Con el voto decido lo que pasa en el país,"Creo en la política, pero no en los políticos",De acuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,Derecha,Sí,De acuerdo
OM1-0438,939,39,Mujer,México,Preparatoria o bachillerato,Rural,35-44,No,No,68353.4,Diplomado o maestría,Se dedicaba al hogar,,Cónyuge o pareja,,36.0,Hombre,,Preparatoria completa,,2,Uno,Uno,Sí,1,1,No,Rural,,No está de acuerdo,Ni de acuerdo ni en desacuerdo,Sí está de acuerdo,Sí está de acuerdo,No está de acuerdo,No está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,No está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,"Votar es importante, pero no es suficiente para decidir lo que pasa en el país","Creo en la política, pero no en los políticos",De acuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,Ninguna,Sí,En desacuerdo
OM1-0439,940,24,Hombre,Puebla,Licenciatura o Ingeniería,Urbana,18-24,No,No,46259.28,Licenciatura completa,Trabajó con pago,,Hijo o hija,,60.0,Hombre,,Licenciatura completa,,5,2 o más,2 o más,Sí,5 o más,5 o más,No,Urbana,,No está de acuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Sí está de acuerdo,No está de acuerdo,No está de acuerdo,Ni de acuerdo ni en desacuerdo,Sí está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,Ni de acuerdo ni en desacuerdo,Sí está de acuerdo,"Votar es importante, pero no es suficiente para decidir lo que pasa en el país","Creo en la política, pero no en los políticos",De acuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,Derecha,No,De acuerdo
OM1-0440,941,60,Mujer,Puebla,No estudió/ Otro,Rural,60+,Sí,No,48135.17,No estudió,Se dedicaba al hogar,,Es usted (la persona entrevistada es jefa o jefe del hogar),,,,,,,1,Ninguno,Ninguno,"No, no lo quieren",Ninguno,1,No,Rural,,Sí está de acuerdo,No está de acuerdo,No está de acuerdo,No está de acuerdo,No está de acuerdo,No está de acuerdo,No está de acuerdo,No está de acuerdo,No está de acuerdo,No está de acuerdo,Sí está de acuerdo,No está de acuerdo,"Votar es importante, pero no es suficiente para decidir lo que pasa en el país",Creo en la política y en los políticos,En desacuerdo,De acuerdo,En desacuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,En desacuerdo,No sabe/No responde,Ninguna,No,En desacuerdo
OM1-0441,942,75,Mujer,México,No estudió/ Otro,Urbana,60+,No,Sí,55136.09,Primaria incompleta,Se dedicaba al hogar,,Es usted (la persona entrevistada es jefa o jefe del hogar),,,,,,,1,Ninguno,Ninguno,No por falta de recursos,Ninguno,1,Sí,Urbana,,Ni de acuerdo ni en desacuerdo,No está de acuerdo,Ni de acuerdo ni en desacuerdo,Sí está de acuerdo,No está de acuerdo,No está de acuerdo,No está de acuerdo,No está de acuerdo,No está de acuerdo,No está de acuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Votar no sirve para nada,No creo en la política ni en los políticos,Ni de acuerdo ni en desacuerdo,No sabe/No responde,De acuerdo,De acuerdo,En desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Ninguna,No,Ni de acuerdo ni en desacuerdo
OM1-0442,942,60,Mujer,Chihuahua,Carrera técnica o comercial,Rural,60+,No,Sí,87480.09,Carrera comercial,Se dedicaba al hogar,,Es usted (la persona entrevistada es jefa o jefe del hogar),,,,,,,1,Uno,Ninguno,Sí,Ninguno,2,Sí,Rural,,No está de acuerdo,Sí está de acuerdo,No está de acuerdo,Sí está de acuerdo,No está de acuerdo,Sí está de acuerdo,Ni de acuerdo ni en desacuerdo,No está de acuerdo,No está de acuerdo,No está de acuerdo,No está de acuerdo,No está de acuerdo,"Votar es importante, pero no es suficiente para decidir lo que pasa en el país",Creo en la política y en los políticos,De acuerdo,De acuerdo,En desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,En desacuerdo,En desacuerdo,Ninguna,No,En desacuerdo
OM1-0443,943,41,Mujer,Nayarit,No estudió/ Otro,Urbana,35-44,No,Sí,46650.33,Primaria incompleta,Se dedicaba al hogar,,Hijo o hija,,63.0,Mujer,,Primaria incompleta,,5,Uno,Ninguno,Sí,3,2,Sí,Urbana,,Sí está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,No está de acuerdo,No está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,No está de acuerdo,No está de acuerdo,Sí está de acuerdo,Con el voto decido lo que pasa en el país,Creo en la política y en los políticos,De acuerdo,De acuerdo,De acuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,Derecha,Sí,En desacuerdo
OM1-0444,945,21,Hombre,Chihuahua,Primaria,Rural,18-24,No,No,126087.56,Licenciatura incompleta,Estudiaba,,Hijo o hija,,46.0,Hombre,,Primaria completa,,4,Uno,2 o más,Sí,4,3,No,Rural,,Ni de acuerdo ni en desacuerdo,Sí está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,No está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,No está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,No está de acuerdo,Sí está de acuerdo,"Votar es importante, pero no es suficiente para decidir lo que pasa en el país","Creo en la política, pero no en los políticos",De acuerdo,En desacuerdo,En desacuerdo,De acuerdo,En desacuerdo,De acuerdo,En desacuerdo,Derecha,Sí,De acuerdo
OM1-0445,947,18,Mujer,México,No sabe o no responde,Rural,18-24,No,No,47168.73,Preparatoria incompleta,Estudiaba,,Padre o madre,,60.0,Hombre,,No sabe/No responde,,6,Ninguno,Ninguno,"No, otra razón",Ninguno,3,No,Rural,,Sí está de acuerdo,Sí está de acuerdo,No está de acuerdo,No está de acuerdo,No está de acuerdo,No está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,No está de acuerdo,No está de acuerdo,Sí está de acuerdo,No sabe/No responde,"Creo en la política, pero no en los políticos",De acuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,No sabe/No responde,Sí,En desacuerdo
OM1-0446,948,57,Hombre,Jalisco,Licenciatura o Ingeniería,Urbana,45-59,No,No,45298.41,Licenciatura completa,Trabajó con pago,,Es usted (la persona entrevistada es jefa o jefe del hogar),,,,,,,2,Uno,Ninguno,Sí,1,2,No,Urbana,,No está de acuerdo,Sí está de acuerdo,No está de acuerdo,No está de acuerdo,Sí está de acuerdo,No está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,No está de acuerdo,Sí está de acuerdo,No está de acuerdo,"Votar es importante, pero no es suficiente para decidir lo que pasa en el país","Creo en la política, pero no en los políticos",De acuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,En desacuerdo,De acuerdo,Ninguna,No,De acuerdo
OM1-0447,948,38,Mujer,Chihuahua,Licenciatura o Ingeniería,Urbana,60+,No,No,61794.24,Carrera comercial,Se dedicaba al hogar,,Hijo o hija,,63.0,Mujer,,Licenciatura completa,,9,2 o más,2 o más,Sí,1,5 o más,No,Urbana,,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,No está de acuerdo,"Votar es importante, pero no es suficiente para decidir lo que pasa en el país","Creo en la política, pero no en los políticos",En desacuerdo,Ni de acuerdo ni en desacuerdo,En desacuerdo,De acuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,Ninguna,No,En desacuerdo
OM1-0448,951,43,Mujer,México,Primaria,Rural,35-44,Sí,No,117530.46,Primaria incompleta,Se dedicaba al hogar,,Cónyuge o pareja,,56.0,Hombre,,Primaria completa,,6,Ninguno,Ninguno,"No, no lo quieren",2,2,No,Rural,,Sí está de acuerdo,No está de acuerdo,No está de acuerdo,No sabe/No responde,Sí está de acuerdo,No está de acuerdo,No está de acuerdo,No está de acuerdo,No está de acuerdo,No sabe/No responde,Sí está de acuerdo,No está de acuerdo,"Votar es importante, pero no es suficiente para decidir lo que pasa en el país","Creo en la política, pero no en los políticos",De acuerdo,De acuerdo,En desacuerdo,De acuerdo,En desacuerdo,No sabe/No responde,En desacuerdo,Ninguna,No,En desacuerdo
OM1-0449,953,58,Mujer,Ciudad de México,Secundaria,Urbana,45-59,No,No,109986.91,Secundaria completa,Se dedicaba al hogar,,Cónyuge o pareja,,59.0,Hombre,,Secundaria completa,,5,Uno,Uno,Sí,3,3,No,Urbana,,Sí está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,Votar no sirve para nada,No creo en la política ni en los políticos,De acuerdo,De acuerdo,En desacuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,Ninguna,Sí,De acuerdo
OM1-0450,954,29,Hombre,México,Licenciatura o Ingeniería,Urbana,25-34,No,No,52177.54,Licenciatura completa,Trabajó con pago,,Es usted (la persona entrevistada es jefa o jefe del hogar),,,,,,,3,Uno,Uno,Sí,3,2,No,Urbana,,No está de acuerdo,Ni de acuerdo ni en desacuerdo,No está de acuerdo,Sí está de acuerdo,Ni de acuerdo ni en desacuerdo,No está de acuerdo,Sí está de acuerdo,Ni de acuerdo ni en desacuerdo,Sí está de acuerdo,No está de acuerdo,No está de acuerdo,Sí está de acuerdo,"Votar es importante, pero no es suficiente para decidir lo que pasa en el país","Creo en la política, pero no en los políticos",De acuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,Centro,Sí,Ni de acuerdo ni en desacuerdo
OM1-0451,955,43,Mujer,México,Licenciatura o Ingeniería,Rural,35-44,No,No,48484.68,Licenciatura completa,Trabajó con pago,,Es usted (la persona entrevistada es jefa o jefe del hogar),,,,,,,3,2 o más,2 o más,Sí,1,2,No,Rural,,Sí está de acuerdo,Sí está de acuerdo,No está de acuerdo,No está de acuerdo,No está de acuerdo,No está de acuerdo,Ni de acuerdo ni en desacuerdo,No está de acuerdo,No está de acuerdo,No está de acuerdo,Sí está de acuerdo,No está de acuerdo,"Votar es importante, pero no es suficiente para decidir lo que pasa en el país","Creo en la política, pero no en los políticos",De acuerdo,De acuerdo,En desacuerdo,De acuerdo,En desacuerdo,En desacuerdo,En desacuerdo,Ninguna,Sí,Ni de acuerdo ni en desacuerdo
OM1-0452,957,65,Hombre,Chihuahua,No estudió/ Otro,No sabe/No responde,60+,No,Sí,34213.01,Primaria incompleta,Era jubilado o pensionado(a) (Programa Adultos Mayores),,Es usted (la persona entrevistada es jefa o jefe del hogar),,,,,,,1,Uno,Ninguno,No por falta de recursos,Ninguno,1,Sí,No sabe/No responde,,Sí está de acuerdo,Sí está de acuerdo,No sabe/No responde,No sabe/No responde,No está de acuerdo,No está de acuerdo,No está de acuerdo,Sí está de acuerdo,No está de acuerdo,Ni de acuerdo ni en desacuerdo,No está de acuerdo,Sí está de acuerdo,"Votar es importante, pero no es suficiente para decidir lo que pasa en el país",No sabe/No responde,No sabe/No responde,De acuerdo,De acuerdo,De acuerdo,De acuerdo,No sabe/No responde,De acuerdo,Izquierda,No sabe/No responde,En desacuerdo
OM1-0453,958,21,Mujer,Chihuahua,Preparatoria o bachillerato,No sabe/No responde,18-24,No,No,76736.2,Preparatoria completa,Trabajó con pago,,Es usted (la persona entrevistada es jefa o jefe del hogar),,,,,,,3,Uno,Uno,No sabe/No responde,Ninguno,1,No,No sabe/No responde,,No está de acuerdo,Sí está de acuerdo,No sabe/No responde,Sí está de acuerdo,No está de acuerdo,Ni de acuerdo ni en desacuerdo,Sí está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,No sabe/No responde,Sí está de acuerdo,Ni de acuerdo ni en desacuerdo,Votar no sirve para nada,"Creo en la política, pero no en los políticos",No sabe/No responde,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,Izquierda,No,De acuerdo
OM1-0454,959,38,Hombre,Tamaulipas,Primaria,Rural,35-44,No,Sí,115801.08,Secundaria completa,Trabajó con pago,,Cónyuge o pareja,,46.0,Mujer,,Secundaria incompleta,,2,Uno,Uno,Sí,2,1,Sí,Rural,,Sí está de acuerdo,Sí está de acuerdo,Ni de acuerdo ni en desacuerdo,Sí está de acuerdo,No está de acuerdo,No está de acuerdo,Ni de acuerdo ni en desacuerdo,Sí está de acuerdo,Sí está de acuerdo,Ni de acuerdo ni en desacuerdo,Sí está de acuerdo,No está de acuerdo,"Votar es importante, pero no es suficiente para decidir lo que pasa en el país","Creo en la política, pero no en los políticos",De acuerdo,De acuerdo,En desacuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,Ninguna,No,En desacuerdo
OM1-0455,968,63,Hombre,Tamaulipas,No estudió/ Otro,Urbana,60+,No,No,30427.32,Licenciatura completa,Trabajó con pago,,Es usted (la persona entrevistada es jefa o jefe del hogar),,,,,,,2,Uno,Uno,"No, no lo quieren",1,1,No,Urbana,,No está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,No está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,No está de acuerdo,Ni de acuerdo ni en desacuerdo,No está de acuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,"Votar es importante, pero no es suficiente para decidir lo que pasa en el país","Creo en la política, pero no en los políticos",De acuerdo,De acuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,De acuerdo,De acuerdo,Ninguna,No,En desacuerdo
OM1-0456,968,75,Hombre,Puebla,Licenciatura o Ingeniería,Rural,60+,No,No,37027.81,No estudió,Era jubilado o pensionado(a) (Programa Adultos Mayores),,Es usted (la persona entrevistada es jefa o jefe del hogar),,,,,,,1,Uno,Ninguno,"No, otra razón",Ninguno,1,No,Rural,,No está de acuerdo,Sí está de acuerdo,No está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,No está de acuerdo,No está de acuerdo,Sí está de acuerdo,No está de acuerdo,No está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,"Votar es importante, pero no es suficiente para decidir lo que pasa en el país",No sabe/No responde,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,En desacuerdo,En desacuerdo,Derecha,No,De acuerdo
OM1-0457,968,68,Hombre,Chihuahua,No estudió/ Otro,Rural,60+,Sí,No,34213.01,Primaria incompleta,Era jubilado o pensionado(a) (Programa Adultos Mayores),,Es usted (la persona entrevistada es jefa o jefe del hogar),,,,,,,3,Uno,Uno,No por falta de recursos,2,1,No,Rural,,No está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,Ni de acuerdo ni en desacuerdo,No está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,No sabe/No responde,Sí está de acuerdo,Sí está de acuerdo,Con el voto decido lo que pasa en el país,Creo en la política y en los políticos,De acuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,De acuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,Izquierda,No,De acuerdo
OM1-0458,970,63,Mujer,Tamaulipas,Primaria,Urbana,60+,No,No,141994.87,Primaria completa,Se dedicaba al hogar,,Es usted (la persona entrevistada es jefa o jefe del hogar),,,,,,,4,Uno,Uno,Sí,1,2,No,Urbana,,Sí está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,"Votar es importante, pero no es suficiente para decidir lo que pasa en el país","Creo en la política, pero no en los políticos",En desacuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,Derecha,Sí,De acuerdo
OM1-0459,971,49,Mujer,Puebla,No estudió/ Otro,Rural,45-59,Sí,No,42376.83,Primaria incompleta,Se dedicaba al hogar,,Es usted (la persona entrevistada es jefa o jefe del hogar),,,,,,,3,Ninguno,Ninguno,Sí,1,2,No,Rural,,No está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,No sabe/No responde,Sí está de acuerdo,No está de acuerdo,No sabe/No responde,Sí está de acuerdo,No está de acuerdo,Sí está de acuerdo,No está de acuerdo,Con el voto decido lo que pasa en el país,"Creo en la política, pero no en los políticos",En desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,Centro,No,No sabe/No responde
OM1-0460,972,38,Hombre,México,Licenciatura o Ingeniería,Rural,35-44,No,No,44818.82,Preparatoria completa,Trabajó con pago,,Es usted (la persona entrevistada es jefa o jefe del hogar),,,,,,,5,Uno,Uno,Sí,2,2,No,Rural,,No está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,No está de acuerdo,No está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,"Votar es importante, pero no es suficiente para decidir lo que pasa en el país",Creo en la política y en los políticos,De acuerdo,De acuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,Izquierda,Sí,De acuerdo
OM1-0461,972,56,Hombre,Veracruz,Preparatoria o bachillerato,Rural,35-44,No,Sí,72375.16,Carrera comercial,Se dedicaba al hogar,,Hijo o hija,,79.0,Mujer,,Preparatoria completa,,3,Uno,Ninguno,Sí,2,2,Sí,Rural,,Sí está de acuerdo,Sí está de acuerdo,No está de acuerdo,Sí está de acuerdo,No está de acuerdo,Ni de acuerdo ni en desacuerdo,Sí está de acuerdo,No está de acuerdo,No sabe/No responde,No está de acuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,"Votar es importante, pero no es suficiente para decidir lo que pasa en el país","Creo en la política, pero no en los políticos",De acuerdo,De acuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,En desacuerdo,Ni de acuerdo ni en desacuerdo,Ninguna,Sí,En desacuerdo
OM1-0462,972,40,Mujer,Puebla,Preparatoria o bachillerato,Rural,60+,Sí,Sí,83822.57,Licenciatura completa,Trabajó con pago,,Es usted (la persona entrevistada es jefa o jefe del hogar),,,,,,,7,2 o más,2 o más,Sí,2,5 o más,Sí,Rural,,No está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,"Votar es importante, pero no es suficiente para decidir lo que pasa en el país","Creo en la política, pero no en los políticos",En desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,Ninguna,No,De acuerdo
OM1-0463,974,32,Mujer,Puebla,Secundaria,Rural,25-34,No,No,104755.89,Primaria completa,Trabajó con pago,,Cónyuge o pareja,,34.0,Hombre,,Secundaria completa,,6,Uno,Uno,No por falta de recursos,2,3,No,Rural,,Sí está de acuerdo,No está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,No está de acuerdo,Sí está de acuerdo,No está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,Votar no sirve para nada,"Creo en la política, pero no en los políticos",De acuerdo,De acuerdo,En desacuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,Ninguna,Sí,De acuerdo
OM1-0464,975,22,Mujer,México,Licenciatura o Ingeniería,Rural,18-24,No,No,55448.6,Preparatoria completa,Se dedicaba al hogar,,Cónyuge o pareja,,25.0,Hombre,,Licenciatura completa,,2,Uno,Ninguno,Sí,1,1,No,Rural,,Sí está de acuerdo,Sí está de acuerdo,No está de acuerdo,No está de acuerdo,No está de acuerdo,No está de acuerdo,No está de acuerdo,No está de acuerdo,Sí está de acuerdo,No está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,"Votar es importante, pero no es suficiente para decidir lo que pasa en el país","Creo en la política, pero no en los políticos",De acuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,Centro,No,De acuerdo
OM1-0465,975,44,Mujer,Chihuahua,No estudió/ Otro,Urbana,35-44,No,Sí,41686.99,Licenciatura completa,Trabajó con pago,,Padre o madre,,81.0,Mujer,,Primaria incompleta,,3,Uno,Uno,Sí,2,3,Sí,Urbana,,Ni de acuerdo ni en desacuerdo,Sí está de acuerdo,No está de acuerdo,No está de acuerdo,No está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,No está de acuerdo,Sí está de acuerdo,No está de acuerdo,Con el voto decido lo que pasa en el país,"Creo en la política, pero no en los políticos",De acuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,En desacuerdo,De acuerdo,De acuerdo,Derecha,No,De acuerdo
OM1-0466,976,55,Hombre,Ciudad de México,No estudió/ Otro,No sabe/No responde,45-59,Sí,No,42970.71,Primaria incompleta,Trabajó con pago,,Es usted (la persona entrevistada es jefa o jefe del hogar),,,,,,,5,Ninguno,Ninguno,"No, no lo quieren",5 o más,2,No,"[Esp.] Otra, especifique",Desurbana,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Sí está de acuerdo,Sí está de acuerdo,Ni de acuerdo ni en desacuerdo,Sí está de acuerdo,Sí está de acuerdo,No está de acuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Votar no sirve para nada,"Creo en la política, pero no en los políticos",De acuerdo,Ni de acuerdo ni en desacuerdo,En desacuerdo,En desacuerdo,En desacuerdo,En desacuerdo,Ni de acuerdo ni en desacuerdo,Ninguna,Sí,Ni de acuerdo ni en desacuerdo
OM1-0467,977,26,Mujer,Puebla,Secundaria,Rural,25-34,Sí,No,104755.89,Primaria incompleta,[Esp.] Ya no trabaja,,Cónyuge o pareja,,25.0,Hombre,,Secundaria completa,,4,2 o más,Ninguno,"No, otra razón",1,1,No,Rural,,Sí está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,No sabe/No responde,Sí está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,No sabe/No responde,No sabe/No responde,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,No sabe/No responde,No sabe/No responde,De acuerdo
OM1-0468,979,35,Mujer,Tlaxcala,Secundaria,Urbana,35-44,No,No,81634.36,Preparatoria completa,Trabajó con pago,,Cónyuge o pareja,,38.0,Hombre,,Secundaria completa,,4,Ninguno,Ninguno,No por falta de recursos,2,2,No,Urbana,,No está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,No está de acuerdo,No está de acuerdo,No está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,"Votar es importante, pero no es suficiente para decidir lo que pasa en el país",Creo en la política y en los políticos,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,Centro,Sí,De acuerdo
OM1-0469,980,55,Hombre,Chihuahua,No estudió/ Otro,Urbana,45-59,No,Sí,37583.98,Primaria incompleta,Trabajó con pago,,Es usted (la persona entrevistada es jefa o jefe del hogar),,,,,,,6,Uno,Ninguno,No por falta de recursos,1,2,Sí,Urbana,,Sí está de acuerdo,No sabe/No responde,Sí está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,Ni de acuerdo ni en desacuerdo,No sabe/No responde,Ni de acuerdo ni en desacuerdo,No sabe/No responde,No sabe/No responde,No está de acuerdo,Sí está de acuerdo,"Votar es importante, pero no es suficiente para decidir lo que pasa en el país",No sabe/No responde,De acuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,No sabe/No responde,No sabe/No responde,Derecha,No,De acuerdo
