id_2,id_original,edad,sexo,entidad,escolaridad,zona,age_group,lengua_indigena,discapacidad,FE,educacion,ocupacion_semana_pasada,ocupacion_otra,relacion_jefe_hogar,relacion_jefe_otro,edad_jefe_hogar,sexo_jefe_hogar,sexo_jefe_otro,educacion_jefe_hogar,educacion_jefe_otro,personas_hogar,banos_completos,autos_hogar,internet_hogar,trabajaron_ultimo_mes,cuartos_dormir,discapacidad_largo_plazo,localidad_rural_urbana,localidad_otra,q_no_seguir_noticias,q_medios_verifican,q_redes_confiables,q_emergencia_redes,q_molestan_periodistas,q_coincide_no_busca,q_confio_abiertos,q_titular_enemigos,q_titular_ineficaces,q_discutir_redes,q_imposible_distinguir,q_comparte_desenmascarar,q_frase_voto1,q_frase_politicos,q_voto_insuficiente,q_otras_formas,q_politicos_preocupan,q_partidos_beneficio,q_acciones_cambio,q_redes_informarse,q_redes_emociones,q_ideologia,q_evita_hablar,q_gusto_hablar
OM1-0272,556,26,Hombre,Baja California,Maestría o especialidad,Urbana,25-34,No,No,28275.57,Diplomado o maestría,Trabajó con pago,,Es usted (la persona entrevistada es jefa o jefe del hogar),,,,,,,2,Uno,Uno,Sí,1,1,No,Urbana,,Sí está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,"Votar es importante, pero no es suficiente para decidir lo que pasa en el país",Creo en la política y en los políticos,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,Izquierda,Sí,De acuerdo
OM1-0273,557,28,Mujer,Morelos,Secundaria,Rural,25-34,No,No,109778.9,Preparatoria incompleta,Trabajó con pago,,Es usted (la persona entrevistada es jefa o jefe del hogar),,,,,,,4,Uno,Ninguno,Sí,1,1,No,Rural,,Sí está de acuerdo,Sí está de acuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Sí está de acuerdo,Ni de acuerdo ni en desacuerdo,Sí está de acuerdo,Sí está de acuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Sí está de acuerdo,Con el voto decido lo que pasa en el país,"Creo en la política, pero no en los políticos",De acuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,Centro,Sí,De acuerdo
OM1-0274,558,23,Hombre,Baja California,Licenciatura o Ingeniería,Urbana,18-24,No,No,59358.8,Licenciatura completa,[Esp.] Buscaba trabajo,,Padre o madre,,57.0,Hombre,,Licenciatura completa,,4,2 o más,2 o más,Sí,4,3,No,Urbana,,No está de acuerdo,No está de acuerdo,No está de acuerdo,Sí está de acuerdo,No está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,No está de acuerdo,No está de acuerdo,No está de acuerdo,"Votar es importante, pero no es suficiente para decidir lo que pasa en el país","Creo en la política, pero no en los políticos",De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,Derecha,Sí,De acuerdo
OM1-0275,560,50,Hombre,Tamaulipas,Secundaria,Urbana,45-59,No,Sí,71927.8,Secundaria completa,Trabajó con pago,,Es usted (la persona entrevistada es jefa o jefe del hogar),,,,,,,2,Uno,Ninguno,No por falta de recursos,2,1,Sí,Urbana,,No está de acuerdo,No está de acuerdo,No está de acuerdo,No está de acuerdo,No está de acuerdo,No está de acuerdo,Sí está de acuerdo,No está de acuerdo,Sí está de acuerdo,No está de acuerdo,No está de acuerdo,No está de acuerdo,Votar no sirve para nada,No creo en la política ni en los políticos,De acuerdo,En desacuerdo,En desacuerdo,De acuerdo,De acuerdo,En desacuerdo,En desacuerdo,Ninguna,Sí,En desacuerdo
OM1-0276,563,44,Mujer,Michoacán,Primaria,No sabe/No responde,35-44,No,No,100011.47,Primaria completa,Se dedicaba al hogar,,Es usted (la persona entrevistada es jefa o jefe del hogar),,,,,,,4,2 o más,Uno,Sí,1,2,No,No sabe/No responde,,No está de acuerdo,No está de acuerdo,No está de acuerdo,No está de acuerdo,Sí está de acuerdo,No está de acuerdo,No está de acuerdo,No está de acuerdo,No está de acuerdo,No está de acuerdo,No está de acuerdo,No está de acuerdo,"Votar es importante, pero no es suficiente para decidir lo que pasa en el país","Creo en la política, pero no en los políticos",En desacuerdo,De acuerdo,En desacuerdo,De acuerdo,En desacuerdo,En desacuerdo,En desacuerdo,Ninguna,Sí,En desacuerdo
OM1-0277,563,73,Mujer,Ciudad de México,Licenciatura o Ingeniería,Urbana,60+,No,No,70650.91,Licenciatura completa,Era jubilado o pensionado(a) (Programa Adultos Mayores),,Es usted (la persona entrevistada es jefa o jefe del hogar),,,,,,,3,2 o más,Uno,Sí,No sabe/No responde,No sabe/No responde,No,Urbana,,Ni de acuerdo ni en desacuerdo,Sí está de acuerdo,No está de acuerdo,Sí está de acuerdo,Ni de acuerdo ni en desacuerdo,No está de acuerdo,No está de acuerdo,No está de acuerdo,No está de acuerdo,No está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,"Votar es importante, pero no es suficiente para decidir lo que pasa en el país","Creo en la política, pero no en los políticos",De acuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,En desacuerdo,De acuerdo,Centro,Sí,En desacuerdo
OM1-0278,566,76,Mujer,Ciudad de México,Secundaria,Urbana,60+,Sí,No,124932.38,Primaria completa,Se dedicaba al hogar,,Cónyuge o pareja,,72.0,Hombre,,Secundaria completa,,3,Uno,Ninguno,Sí,1,2,No,Urbana,,Ni de acuerdo ni en desacuerdo,No está de acuerdo,No está de acuerdo,No está de acuerdo,No está de acuerdo,No está de acuerdo,No está de acuerdo,No está de acuerdo,No está de acuerdo,No está de acuerdo,Sí está de acuerdo,No está de acuerdo,"Votar es importante, pero no es suficiente para decidir lo que pasa en el país","Creo en la política, pero no en los políticos",Ni de acuerdo ni en desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,En desacuerdo,No sabe/No responde,Izquierda,Sí,En desacuerdo
OM1-0279,568,41,Mujer,Ciudad de México,Maestría o especialidad,Urbana,35-44,No,No,26323.49,Licenciatura completa,Trabajó con pago,,Cónyuge o pareja,,50.0,Hombre,,Diplomado o maestría,,6,2 o más,2 o más,Sí,3,5 o más,No,Urbana,,No está de acuerdo,No está de acuerdo,Sí está de acuerdo,No está de acuerdo,No está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,No está de acuerdo,No está de acuerdo,No está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,Con el voto decido lo que pasa en el país,"Creo en la política, pero no en los políticos",De acuerdo,De acuerdo,En desacuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,Izquierda,Sí,En desacuerdo
OM1-0280,569,57,Hombre,Ciudad de México,Maestría o especialidad,Urbana,45-59,No,No,23732.62,Diplomado o maestría,Trabajó con pago,,Es usted (la persona entrevistada es jefa o jefe del hogar),,,,,,,2,2 o más,2 o más,Sí,2,3,No,Urbana,,Sí está de acuerdo,No está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,No está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,No está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,"Votar es importante, pero no es suficiente para decidir lo que pasa en el país","Creo en la política, pero no en los políticos",De acuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,Izquierda,Sí,En desacuerdo
OM1-0281,579,22,Hombre,Michoacán,No estudió/ Otro,Urbana,18-24,Sí,No,39492.42,Preparatoria completa,Estudiaba,,Hijo o hija,,37.0,Hombre,,No estudió,,5,Uno,Uno,Sí,3,5 o más,No,Urbana,,Sí está de acuerdo,No está de acuerdo,Sí está de acuerdo,No está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,Ni de acuerdo ni en desacuerdo,No está de acuerdo,Sí está de acuerdo,"Votar es importante, pero no es suficiente para decidir lo que pasa en el país",Creo en la política y en los políticos,De acuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,No sabe/No responde,Ni de acuerdo ni en desacuerdo,Ninguna,No,De acuerdo
OM1-0282,581,38,Hombre,Tamaulipas,No estudió/ Otro,Urbana,35-44,No,No,41841.64,Primaria incompleta,Realizaba alguna otra actividad para generar ingresos,,Es usted (la persona entrevistada es jefa o jefe del hogar),,,,,,,3,Uno,Ninguno,Sí,1,3,No,Urbana,,No está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,No está de acuerdo,Sí está de acuerdo,No está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,Votar no sirve para nada,No sabe/No responde,En desacuerdo,En desacuerdo,En desacuerdo,De acuerdo,De acuerdo,En desacuerdo,De acuerdo,Ninguna,No,De acuerdo
OM1-0283,583,29,Mujer,Baja California,Licenciatura o Ingeniería,Urbana,25-34,No,No,76016.42,Licenciatura completa,Trabajó con pago,,Es usted (la persona entrevistada es jefa o jefe del hogar),,,,,,,2,Uno,Uno,Sí,1,1,No,Urbana,,No está de acuerdo,Sí está de acuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,No está de acuerdo,No está de acuerdo,Ni de acuerdo ni en desacuerdo,Sí está de acuerdo,Sí está de acuerdo,No está de acuerdo,No está de acuerdo,No está de acuerdo,"Votar es importante, pero no es suficiente para decidir lo que pasa en el país","Creo en la política, pero no en los políticos",De acuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,En desacuerdo,En desacuerdo,Ninguna,No,De acuerdo
OM1-0284,583,24,Hombre,México,Maestría o especialidad,Rural,18-24,No,No,25632.29,Diplomado o maestría,Trabajó con pago,,Cónyuge o pareja,,25.0,Mujer,,Diplomado o maestría,,2,2 o más,2 o más,Sí,2,3,No,Rural,,No está de acuerdo,No está de acuerdo,No está de acuerdo,No está de acuerdo,No está de acuerdo,No está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,No está de acuerdo,"Votar es importante, pero no es suficiente para decidir lo que pasa en el país",No creo en la política ni en los políticos,De acuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,En desacuerdo,De acuerdo,Derecha,No,De acuerdo
OM1-0285,584,18,Hombre,Tamaulipas,Licenciatura o Ingeniería,Urbana,18-24,No,No,49306.61,Licenciatura completa,Trabajó con pago,,Es usted (la persona entrevistada es jefa o jefe del hogar),,,,,,,5,2 o más,2 o más,Sí,2,3,No,Urbana,,No está de acuerdo,No está de acuerdo,Ni de acuerdo ni en desacuerdo,Sí está de acuerdo,No está de acuerdo,No está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,No está de acuerdo,Sí está de acuerdo,Con el voto decido lo que pasa en el país,"Creo en la política, pero no en los políticos",De acuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,Centro,No,De acuerdo
OM1-0286,586,36,Mujer,Tamaulipas,Licenciatura o Ingeniería,Urbana,35-44,No,No,45116.7,Licenciatura completa,Trabajó con pago,,Es usted (la persona entrevistada es jefa o jefe del hogar),,,,,,,2,Uno,Uno,Sí,2,1,No,Urbana,,Sí está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,No está de acuerdo,No está de acuerdo,No está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,No está de acuerdo,Sí está de acuerdo,"Votar es importante, pero no es suficiente para decidir lo que pasa en el país","Creo en la política, pero no en los políticos",De acuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,Izquierda,Sí,En desacuerdo
OM1-0287,587,57,Hombre,Veracruz,Preparatoria o bachillerato,Urbana,45-59,No,No,58206.8,Licenciatura incompleta,Trabajó con pago,,Es usted (la persona entrevistada es jefa o jefe del hogar),,,,,,,1,2 o más,2 o más,Sí,1,3,No,Urbana,,No está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,No está de acuerdo,Sí está de acuerdo,No está de acuerdo,No está de acuerdo,No está de acuerdo,Sí está de acuerdo,No está de acuerdo,Sí está de acuerdo,"Votar es importante, pero no es suficiente para decidir lo que pasa en el país","Creo en la política, pero no en los políticos",De acuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,Izquierda,No,De acuerdo
OM1-0288,587,32,Hombre,Baja California,Preparatoria o bachillerato,Rural,25-34,No,No,82404.69,Preparatoria completa,Ayudaba en el negocio familiar,,Es usted (la persona entrevistada es jefa o jefe del hogar),,,,,,,2,Uno,Uno,"No, otra razón",Ninguno,1,No,Rural,,Sí está de acuerdo,No está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,No está de acuerdo,No está de acuerdo,No está de acuerdo,No sabe/No responde,Sí está de acuerdo,Ni de acuerdo ni en desacuerdo,Sí está de acuerdo,Sí está de acuerdo,"Votar es importante, pero no es suficiente para decidir lo que pasa en el país","Creo en la política, pero no en los políticos",De acuerdo,En desacuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,Izquierda,No,De acuerdo
OM1-0289,587,50,Mujer,México,Licenciatura o Ingeniería,Urbana,45-59,No,No,55419.16,Licenciatura completa,Trabajó con pago,,Cónyuge o pareja,,49.0,Hombre,,Licenciatura completa,,4,2 o más,2 o más,Sí,3,3,No,Urbana,,No está de acuerdo,Sí está de acuerdo,Ni de acuerdo ni en desacuerdo,Sí está de acuerdo,No está de acuerdo,No está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,No está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,Votar no sirve para nada,"Creo en la política, pero no en los políticos",De acuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,Derecha,Sí,En desacuerdo
OM1-0290,595,74,Mujer,Baja California,No estudió/ Otro,Urbana,60+,No,No,61765.89,No estudió,Se dedicaba al hogar,,Es usted (la persona entrevistada es jefa o jefe del hogar),,,,,,,5,Uno,Ninguno,No por falta de recursos,1,2,No,Urbana,,Sí está de acuerdo,No está de acuerdo,No está de acuerdo,Sí está de acuerdo,Ni de acuerdo ni en desacuerdo,Sí está de acuerdo,Ni de acuerdo ni en desacuerdo,No está de acuerdo,No está de acuerdo,No está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,Votar no sirve para nada,"Creo en la política, pero no en los políticos",Ni de acuerdo ni en desacuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,De acuerdo,De acuerdo,En desacuerdo,Derecha,Sí,De acuerdo
OM1-0291,596,23,Mujer,Ciudad de México,Licenciatura o Ingeniería,Urbana,18-24,No,No,62232.1,Licenciatura completa,Trabajó con pago,,Es usted (la persona entrevistada es jefa o jefe del hogar),,,,,,,1,Uno,Ninguno,Sí,1,1,No,Urbana,,Sí está de acuerdo,No está de acuerdo,No está de acuerdo,No está de acuerdo,No está de acuerdo,No está de acuerdo,Sí está de acuerdo,No está de acuerdo,Sí está de acuerdo,No está de acuerdo,No está de acuerdo,No está de acuerdo,"Votar es importante, pero no es suficiente para decidir lo que pasa en el país","Creo en la política, pero no en los políticos",De acuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,En desacuerdo,De acuerdo,Derecha,No,Ni de acuerdo ni en desacuerdo
OM1-0292,613,62,Mujer,Tamaulipas,Primaria,Rural,60+,No,No,141994.87,Primaria completa,Se dedicaba al hogar,,Es usted (la persona entrevistada es jefa o jefe del hogar),,,,,,,1,Uno,Ninguno,Sí,1,1,No,Rural,,No está de acuerdo,Sí está de acuerdo,Ni de acuerdo ni en desacuerdo,No está de acuerdo,No está de acuerdo,No está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,No está de acuerdo,Sí está de acuerdo,No está de acuerdo,Sí está de acuerdo,Votar no sirve para nada,No creo en la política ni en los políticos,En desacuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,En desacuerdo,No sabe/No responde,Ninguna,Sí,En desacuerdo
OM1-0293,614,33,Hombre,Baja California,Licenciatura o Ingeniería,Urbana,25-34,No,No,58451.59,Licenciatura completa,Trabajó con pago,,Es usted (la persona entrevistada es jefa o jefe del hogar),,,,,,,1,2 o más,2 o más,Sí,1,1,No,Urbana,,Sí está de acuerdo,No está de acuerdo,Ni de acuerdo ni en desacuerdo,Sí está de acuerdo,Ni de acuerdo ni en desacuerdo,Sí está de acuerdo,Ni de acuerdo ni en desacuerdo,No está de acuerdo,Sí está de acuerdo,No está de acuerdo,Sí está de acuerdo,Ni de acuerdo ni en desacuerdo,"Votar es importante, pero no es suficiente para decidir lo que pasa en el país","Creo en la política, pero no en los políticos",De acuerdo,De acuerdo,En desacuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,Ninguna,Sí,En desacuerdo
OM1-0294,624,28,Hombre,Tamaulipas,Preparatoria o bachillerato,Rural,25-34,No,No,68449.77,Licenciatura incompleta,Trabajó con pago,,Es usted (la persona entrevistada es jefa o jefe del hogar),,,,,,,2,Uno,Uno,Sí,1,2,No,Rural,,No está de acuerdo,No está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,No está de acuerdo,No está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,No está de acuerdo,Sí está de acuerdo,Votar no sirve para nada,"Creo en la política, pero no en los políticos",De acuerdo,En desacuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,Izquierda,Sí,De acuerdo
OM1-0295,628,52,Mujer,Veracruz,No sabe o no responde,No sabe/No responde,45-59,No sabe/No responde,No sabe/No responde,44528.17,No sabe/No responde,No sabe/No responde,,Es usted (la persona entrevistada es jefa o jefe del hogar),,,,,,,1,No sabe/No responde,No sabe/No responde,No sabe/No responde,No sabe/No responde,No sabe/No responde,No sabe/No responde,No sabe/No responde,,Sí está de acuerdo,No está de acuerdo,No está de acuerdo,Sí está de acuerdo,No sabe/No responde,No sabe/No responde,No sabe/No responde,Sí está de acuerdo,No sabe/No responde,No sabe/No responde,No sabe/No responde,No sabe/No responde,"Votar es importante, pero no es suficiente para decidir lo que pasa en el país","Creo en la política, pero no en los políticos",De acuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,En desacuerdo,Ninguna,Sí,De acuerdo
OM1-0296,629,45,Hombre,Campeche,No estudió/ Otro,No sabe/No responde,45-59,No,No,31358.6,No estudió,Trabajó sin pago,,Es usted (la persona entrevistada es jefa o jefe del hogar),,,,,,,2,Uno,Uno,No por falta de recursos,Ninguno,2,No,No sabe/No responde,,No está de acuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Sí está de acuerdo,No está de acuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,No está de acuerdo,No sabe/No responde,Ni de acuerdo ni en desacuerdo,No sabe/No responde,No creo en la política ni en los políticos,En desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,Ninguna,Sí,De acuerdo
OM1-0297,630,19,Mujer,Tamaulipas,Preparatoria o bachillerato,Urbana,18-24,Sí,No,72740.96,Licenciatura incompleta,Estudiaba,,"[Esp.] Otro, especifique",vive sola,19.0,Mujer,,Licenciatura incompleta,,1,Uno,Ninguno,Sí,1,1,No,Urbana,,Ni de acuerdo ni en desacuerdo,No sabe/No responde,No está de acuerdo,No está de acuerdo,No está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,No está de acuerdo,Sí está de acuerdo,No está de acuerdo,Sí está de acuerdo,No está de acuerdo,Con el voto decido lo que pasa en el país,"Creo en la política, pero no en los políticos",No sabe/No responde,En desacuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,No sabe/No responde,Sí,De acuerdo
OM1-0298,632,41,Mujer,Tamaulipas,Preparatoria o bachillerato,Rural,35-44,No,No,63605.25,Preparatoria completa,Se dedicaba al hogar,,Es usted (la persona entrevistada es jefa o jefe del hogar),,,,,,,6,2 o más,2 o más,Sí,1,3,No,Rural,,Ni de acuerdo ni en desacuerdo,No está de acuerdo,Ni de acuerdo ni en desacuerdo,Sí está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,No está de acuerdo,Sí está de acuerdo,No está de acuerdo,No está de acuerdo,Sí está de acuerdo,"Votar es importante, pero no es suficiente para decidir lo que pasa en el país",Creo en la política y en los políticos,En desacuerdo,De acuerdo,En desacuerdo,En desacuerdo,De acuerdo,De acuerdo,En desacuerdo,Ninguna,Sí,En desacuerdo
OM1-0299,632,38,Mujer,Michoacán,Licenciatura o Ingeniería,Urbana,35-44,No,No,41257.6,Diplomado o maestría,Trabajó con pago,,Cónyuge o pareja,,40.0,Hombre,,Licenciatura completa,,2,2 o más,2 o más,Sí,2,2,No,Urbana,,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Sí está de acuerdo,Sí está de acuerdo,No está de acuerdo,Ni de acuerdo ni en desacuerdo,Sí está de acuerdo,Sí está de acuerdo,No está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,"Votar es importante, pero no es suficiente para decidir lo que pasa en el país","Creo en la política, pero no en los políticos",De acuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,En desacuerdo,Ni de acuerdo ni en desacuerdo,Ninguna,Sí,En desacuerdo
